img x1 y1 x2 y2
185673 6 214 395 523
185495 12 16 384 278
12130 30 131 566 429
185850 11 71 582 397
82647 7 13 579 390
185796 28 32 544 405
12249 8 72 428 555
12338 11 119 554 389
186207 17 52 489 452
186037 31 43 475 425
14722 30 45 573 385
12468 3 54 492 493
13708 48 23 526 422
185064 57 63 366 256
186250 17 18 471 495
14700 6 16 354 236
14714 18 12 475 368
82524 126 6 550 354
13101 26 39 454 445
82745 3 200 390 493
13824 6 4 479 493
185372 14 17 608 379
13901 56 43 435 466
185681 26 64 478 357
185915 16 118 338 390
185659 29 60 331 416
13140 18 55 555 393
185981 10 75 553 375
185770 96 67 395 303
12132 20 37 326 247
82610 70 33 575 387
14695 16 38 326 257
185876 61 52 513 324
185464 16 16 528 416
13159 1 6 496 493
186019 48 32 535 396
186249 16 52 460 424
185828 30 28 603 401
185859 124 64 495 391
82585 135 27 537 420
185593 3 1 573 427
14689 47 30 575 404
14729 10 40 353 355
185060 12 27 542 416
185881 39 23 540 400
185467 19 5 544 411
12707 22 36 363 651
12116 21 14 539 407
185764 91 50 465 384
13881 16 34 571 425
186080 10 10 485 485
185948 14 12 567 420
185682 16 7 575 427
185344 32 43 551 422
185652 63 91 600 368
185448 10 9 553 378
14735 3 70 495 431
12952 56 57 396 462
12971 45 36 556 369
185338 9 5 566 420
12524 9 33 481 483
185821 20 36 485 357
186078 42 45 543 351
12254 66 36 562 378
12757 1 12 426 557
12176 66 108 486 371
185911 16 64 562 404
14688 18 23 378 257
185058 11 18 387 285
185760 30 27 549 396
14677 6 170 395 538
12929 4 14 495 495
185648 21 29 434 497
186167 10 15 490 368
13909 86 29 502 328
82520 18 27 553 389
82644 16 10 560 411
186076 26 51 616 325
186020 7 7 484 339
13718 32 1 575 420
185928 18 31 484 460
185930 17 31 422 560
82591 48 36 499 373
82631 7 5 573 407
14237 86 63 456 392
185737 106 18 571 371
82605 1 27 571 429
185959 32 23 531 396
13305 23 27 485 483
12277 12 3 636 378
185713 35 70 457 452
82514 10 16 571 420
185935 13 47 594 398
13045 1 69 428 550
185662 2 2 397 292
14717 26 17 381 278
186111 91 10 542 395
13294 17 16 470 491
185430 57 28 541 387
185056 31 23 370 270
185435 37 70 539 360
186129 1 19 566 427
12235 1 1 576 424
14680 10 7 573 411
185576 57 51 573 375
185963 0 37 551 413
12719 83 28 541 405
185325 61 70 584 342
185473 46 28 512 393
12143 15 22 598 385
13614 12 55 430 543
185621 32 10 562 407
185907 61 23 546 416
