img x1 y1 x2 y2
21064 21 10 558 411
188000 0 5 575 411
188165 65 91 437 456
187785 15 18 487 464
188178 21 81 330 443
188092 31 72 479 464
131031 9 8 602 402
19716 21 16 564 420
21997 7 37 345 313
187834 92 62 421 348
83798 84 75 486 359
187632 7 8 546 392
187469 61 40 470 382
19807 1 10 610 360
187757 9 41 489 481
187746 64 85 432 427
131044 28 95 481 404
187701 14 7 566 425
21248 4 16 489 489
188036 14 8 485 479
187938 3 12 496 477
21951 39 19 353 255
187953 27 18 560 402
130906 72 41 512 402
187731 15 10 490 362
21494 20 77 411 488
19729 12 32 551 422
187654 4 40 424 516
187737 19 19 558 420
21889 10 9 570 414
131059 47 15 548 392
187656 3 81 527 395
20088 6 57 425 479
21352 121 15 579 313
187733 9 93 463 411
21102 9 25 490 481
187789 7 79 496 439
187856 10 33 495 483
188126 81 23 488 357
187972 7 47 498 477
21041 14 20 481 456
21958 28 18 430 313
20259 84 59 488 342
187233 42 3 448 298
187238 11 5 333 245
188020 3 10 490 497
187810 40 58 495 485
187751 26 31 479 481
19970 4 8 369 491
188011 7 5 610 400
188134 4 4 481 495
187767 37 39 573 373
188022 37 28 540 420
188037 17 7 489 354
187447 18 96 419 540
20352 7 14 569 420
22001 62 22 375 278
187884 10 7 564 420
20522 79 23 495 392
187943 7 147 372 462
188077 19 58 359 427
187806 6 133 460 475
187631 32 35 475 489
187769 39 19 573 416
20177 4 10 496 470
187820 22 6 606 388
21260 9 21 430 545
21461 20 21 414 556
19737 5 57 555 416
83767 91 72 512 398
21969 36 30 542 391
21977 78 28 566 392
20279 36 25 530 400
20746 12 67 424 423
188001 18 25 281 275
21996 6 71 350 395
187515 18 9 390 354
20252 21 40 426 537
188047 15 25 492 489
21454 43 30 510 375
131002 55 61 533 362
20371 90 28 457 349
130995 14 22 370 477
22004 111 31 412 233
19805 6 3 489 364
131222 4 40 414 557
188007 3 35 496 468
83891 7 52 421 366
130928 3 113 495 422
187705 3 3 573 425
187866 23 33 473 493
20922 11 32 358 293
21952 49 9 315 226
188115 43 53 432 365
21618 4 104 377 529
187474 48 29 478 346
20282 32 22 492 481
21437 109 39 459 366
19801 0 1 571 427
187753 7 16 495 485
187917 3 4 496 489
188111 7 20 594 396
20497 81 12 522 427
21701 39 23 546 405
187234 18 66 566 423
22000 76 73 527 379
20499 86 45 486 380
187906 4 18 490 472
21954 66 15 393 245
21458 2 115 430 550
21978 3 2 285 197
187244 36 3 571 425
21310 5 33 409 451
188074 65 10 598 348
