img x1 y1 x2 y2
258156 39 43 511 383
259646 26 21 489 357
257893 49 35 565 382
257922 18 14 489 368
259714 17 19 554 410
258263 30 82 560 398
260174 54 42 473 314
259041 28 26 478 351
270777 40 1 492 351
259868 26 20 571 377
258883 14 9 560 414
258687 37 27 535 409
259572 19 19 562 409
259568 14 9 555 420
258526 13 29 329 462
259793 37 7 476 354
258103 11 10 594 394
259338 24 54 575 396
258259 26 13 470 313
270774 30 39 573 384
258374 52 14 524 400
259097 49 25 571 389
259418 70 26 599 380
259504 39 39 551 422
258454 70 11 595 347
259974 24 34 572 392
258237 6 22 482 330
260277 23 28 539 369
260163 45 68 548 402
258537 35 28 493 297
258108 8 20 366 458
258438 21 60 489 433
270769 28 34 542 406
258888 61 39 552 367
258538 26 12 481 205
259530 35 33 464 485
258528 30 160 519 427
258893 17 21 489 359
258941 10 9 560 422
258844 21 34 555 400
258396 30 23 598 405
270751 16 4 592 395
258846 9 14 492 439
259092 59 22 552 363
270783 20 9 493 360
270775 13 132 390 552
259421 82 13 577 345
258664 54 96 401 576
259501 115 25 465 387
258350 114 48 628 341
259426 12 16 314 481
270733 62 114 412 437
258831 68 18 566 363
257981 46 70 544 377
258271 9 9 562 411
258680 4 22 415 493
258436 22 13 581 390
258871 26 25 421 305
258829 74 28 543 340
270772 67 17 473 360
259645 25 16 557 416
270734 33 24 476 445
270778 32 13 599 402
259260 9 8 468 350
258902 12 19 549 414
259359 37 18 566 429
257962 57 32 546 353
259843 5 45 587 397
259772 29 10 460 346
270735 3 29 291 301
258443 23 43 368 454
258191 14 14 555 409
259909 15 31 476 458
258998 43 39 590 372
258342 74 23 545 350
258441 30 17 587 385
258879 32 12 555 420
270770 16 26 365 252
259449 59 19 508 340
259238 55 48 404 555
259863 45 35 566 295
259290 10 33 391 578
259858 13 16 584 387
258965 17 5 571 384
258130 32 32 553 400
259085 42 15 589 382
259550 14 3 553 423
270749 41 34 553 416
259288 7 39 581 316
258866 29 46 439 340
257941 7 7 482 351
270757 10 7 557 400
259759 8 12 341 485
259015 17 15 479 356
258979 7 41 326 489
258331 10 6 496 389
258119 35 20 476 345
259324 41 12 567 404
258578 150 101 476 385
258050 26 23 547 378
259445 35 23 479 357
260260 21 18 569 393
259547 45 14 513 404
259110 59 40 535 365
259315 1 5 476 329
258307 25 9 566 387
259725 42 32 587 377
259391 24 20 577 386
270754 12 31 481 469
258328 20 168 427 526
260267 84 46 562 387
260009 24 18 523 422
258072 32 19 459 293
