img x1 y1 x2 y2
14403 51 149 396 427
15326 1 34 596 392
14305 17 26 428 531
79672 20 112 381 478
78521 17 74 411 544
75231 14 4 492 324
96037 1 98 438 543
10373 10 7 560 400
14084 16 137 427 461
10277 37 106 549 415
74519 32 9 533 425
75009 26 25 576 391
14296 87 79 401 466
14377 28 16 569 405
75370 9 12 475 371
11069 27 39 529 401
15340 2 211 323 566
14174 25 14 570 424
10648 9 0 479 364
79947 18 56 479 468
75875 8 66 401 587
95851 14 21 566 422
74679 17 10 590 398
13292 84 82 535 377
15198 29 29 479 466
78482 22 102 399 540
12948 23 30 541 424
80796 14 118 482 414
75035 24 47 554 378
11834 86 84 570 394
14008 5 120 428 550
75091 38 19 598 362
75454 82 10 581 398
75647 9 25 585 396
95924 1 10 608 404
75107 45 16 551 408
11576 3 3 405 303
13451 16 12 557 425
78288 1 24 426 565
10687 14 16 554 413
80290 18 45 485 433
12263 19 5 559 419
15391 8 1 396 303
12698 2 38 425 573
74786 10 7 562 422
76001 5 36 571 427
14543 4 29 490 483
13421 14 12 445 495
15178 2 16 430 557
95967 103 53 515 322
96092 3 15 586 390
95846 7 98 609 402
13203 13 2 403 560
11521 12 113 425 544
75804 118 35 468 360
74939 89 31 414 332
74635 110 28 600 399
80182 87 125 390 404
13682 3 6 479 487
15052 50 100 423 389
75761 10 12 481 351
15062 15 23 596 393
95938 7 9 484 351
95956 88 59 483 382
14512 17 25 481 481
14030 10 41 476 489
80463 0 118 496 493
80374 7 39 487 441
15159 68 23 557 429
74427 9 1 548 427
75088 1 3 571 420
10711 13 9 512 443
9988 7 14 492 487
74865 40 23 446 357
12556 10 67 420 524
12765 34 16 515 417
75252 1 7 573 422
75694 3 3 539 429
95900 7 13 586 358
10423 7 16 582 403
13291 31 9 592 321
81041 9 2 481 493
15328 9 8 440 292
12109 9 52 571 406
80520 1 2 487 485
15383 7 9 549 429
80960 28 27 495 468
10131 30 78 584 385
14468 5 5 528 425
13356 9 8 495 493
15192 24 21 355 536
15389 27 21 526 407
15400 4 20 445 290
75042 34 37 531 427
9916 1 2 496 326
15406 13 17 453 309
12713 7 18 485 485
12604 19 3 548 431
78983 7 36 571 426
95972 6 4 392 486
15377 24 12 543 420
78855 6 91 427 564
