img x1 y1 x2 y2
312188 28 166 451 485
137951 13 19 428 560
132449 35 41 470 458
181836 20 64 481 481
182082 28 41 454 468
201054 12 33 489 483
311565 12 35 450 410
137971 41 25 356 239
266066 20 35 468 452
181733 52 23 571 373
182228 6 50 416 567
132426 12 33 484 495
181650 31 39 473 348
312870 20 25 476 470
132322 81 89 406 410
311436 18 18 467 454
312791 68 29 443 452
132407 15 12 485 483
313607 35 45 465 441
311590 18 91 467 456
132707 3 3 575 423
312450 12 18 481 460
310700 10 25 487 481
311324 50 18 445 327
181850 28 22 583 363
201060 4 60 495 437
201091 16 28 556 407
201070 25 27 470 477
313103 25 41 468 445
313125 15 20 459 287
311482 23 12 485 468
182158 57 20 484 313
182243 9 91 400 545
311510 18 31 459 445
266063 30 19 555 404
313324 23 66 495 485
311418 42 95 482 489
311285 121 91 460 400
132436 21 37 457 489
313582 20 22 482 464
201099 26 58 462 431
201076 23 35 468 422
181990 19 28 551 413
181977 56 41 457 441
310632 20 41 471 462
181663 12 14 280 255
137978 21 33 386 587
234909 7 4 475 373
181274 34 97 492 443
201122 37 52 551 426
235091 15 12 485 316
182134 23 41 487 462
312519 32 31 475 402
201118 43 29 478 479
137955 30 28 512 428
182236 14 54 475 466
182279 40 45 468 462
182041 30 16 562 416
182221 32 70 418 335
180990 37 37 481 475
132376 17 10 492 493
311762 32 27 476 456
132296 29 54 481 472
312875 6 18 484 487
313058 39 43 459 445
132737 4 16 425 445
181898 19 14 555 410
181267 20 43 492 454
266081 14 45 416 552
181098 10 22 482 483
132695 20 66 476 439
311329 9 52 468 439
201135 34 23 604 348
181642 16 21 556 408
235044 25 10 558 396
310672 14 41 420 530
182004 12 12 548 420
201105 14 22 476 479
312626 17 16 470 483
181050 0 91 492 460
181652 21 29 473 340
311657 14 35 482 485
137966 41 14 386 303
182256 18 18 544 419
311728 31 62 479 450
182274 35 25 440 479
310983 18 12 484 485
181972 0 27 493 468
310608 26 58 456 447
312909 48 35 478 439
123143 87 112 602 395
234880 7 28 602 389
132442 7 20 481 466
201107 18 43 482 489
182232 10 27 498 460
182267 18 43 465 468
311897 10 50 456 406
234897 58 12 588 344
181615 34 16 489 487
312483 43 70 465 460
310950 18 41 482 475
181299 21 18 492 475
311374 28 37 479 475
132366 39 35 465 452
235118 19 14 557 405
311248 34 22 476 456
