img x1 y1 x2 y2
265666 16 16 456 297
223731 20 18 585 361
265662 7 30 445 269
131575 23 22 446 450
224824 28 18 571 387
181181 19 10 568 426
307083 26 56 487 475
131706 50 39 464 462
137758 5 16 457 369
224681 30 55 426 328
265710 24 31 497 378
137725 31 15 478 246
63655 12 9 566 418
223885 32 25 592 377
225112 32 23 533 418
63635 12 12 560 376
131566 17 22 493 472
63623 27 14 545 414
225019 18 6 495 462
222847 66 26 515 419
63628 14 8 478 493
223983 20 32 489 345
63650 119 72 542 400
63596 4 26 428 565
63674 19 28 590 385
225063 91 54 544 416
63639 15 23 571 371
131506 6 6 481 489
265665 42 35 455 441
265603 30 13 605 397
224490 16 34 546 402
131696 21 54 473 479
137768 17 2 535 257
181101 6 18 454 359
131701 15 4 484 485
181177 4 9 616 380
224260 23 23 417 312
265720 79 28 515 347
63631 16 16 557 420
225730 5 71 387 481
223011 25 31 564 381
222699 18 9 571 427
63629 27 36 558 422
224856 26 27 573 389
63640 7 20 479 487
223891 31 52 465 462
223545 6 81 430 567
63670 15 40 293 381
225403 21 22 482 475
63599 151 72 503 319
223470 25 15 470 343
181217 6 14 487 485
181195 12 12 479 485
223426 3 18 571 422
223169 1 1 560 423
223663 11 11 429 373
63627 24 28 419 536
131691 15 12 487 475
222983 23 8 492 311
265725 43 10 530 413
137750 63 145 401 537
224254 3 7 490 368
224454 25 19 366 382
223700 73 50 530 359
265672 39 65 532 286
63654 5 19 422 570
225323 19 18 548 405
223539 9 19 464 323
223510 45 37 539 365
306717 23 20 481 472
63632 105 71 500 401
63641 5 31 291 328
223496 88 52 564 384
137740 25 7 539 353
224975 26 41 467 437
224817 43 57 515 427
200959 6 72 490 483
265689 20 7 470 364
306739 37 54 465 477
63649 131 68 551 393
224804 42 10 581 389
306873 15 58 490 466
63617 45 13 482 307
265714 22 13 463 336
63646 15 28 596 375
306794 72 45 506 383
265726 41 11 497 439
265658 13 8 385 271
63661 5 10 434 297
224759 10 28 409 521
63638 40 21 600 394
63626 33 72 415 521
181152 20 32 504 402
225862 11 8 600 397
131508 12 22 482 485
131512 7 12 495 495
306722 15 6 481 479
63677 18 24 383 282
306672 20 18 496 485
63643 5 63 290 338
