img x1 y1 x2 y2
47600 6 14 430 557
107115 4 6 487 493
150787 12 5 564 430
150608 10 6 489 487
121268 26 25 475 468
150563 5 3 569 422
151413 17 19 426 555
116803 7 1 569 425
151444 5 36 519 387
47243 6 64 426 432
120716 3 8 496 489
150550 7 1 606 402
36883 11 8 596 392
36920 4 8 380 385
45209 9 12 565 426
46156 25 28 572 423
150705 22 46 566 338
151131 3 12 496 464
107177 5 6 604 401
151494 23 22 479 475
118306 74 62 604 402
47196 4 4 492 495
120538 9 10 487 493
151324 9 98 429 520
107628 23 28 540 376
150792 18 20 478 464
120864 14 66 456 462
121441 18 33 487 483
121196 18 52 493 458
151362 4 6 470 491
151398 7 60 492 468
151145 57 18 556 430
120793 5 9 564 411
117101 5 1 608 399
47865 24 120 430 538
107235 5 1 606 404
150507 17 18 478 365
120278 10 5 572 421
121164 7 6 498 489
150755 5 5 551 418
119028 3 1 574 419
151482 18 20 484 485
47564 12 45 421 562
45245 32 30 560 396
46544 17 31 481 477
46153 14 12 552 424
121340 31 29 476 475
150998 4 9 423 565
107059 5 3 569 425
120794 7 5 573 425
36980 23 27 489 484
120832 10 8 490 489
45262 6 14 422 576
151456 12 14 428 560
107164 1 3 496 368
107048 1 5 571 427
48245 9 7 490 368
118417 3 27 343 288
117715 3 1 571 423
151512 6 6 492 485
120000 4 60 429 512
107351 4 4 496 326
107142 22 61 589 353
47485 34 27 471 475
117599 7 10 603 396
151299 17 47 465 485
47450 15 68 489 470
36939 3 7 393 290
47946 32 5 560 350
120748 3 4 479 491
117881 45 38 572 376
47475 17 28 423 567
150948 50 97 465 472
46227 19 30 557 427
120751 21 72 498 475
151241 7 10 467 464
151350 31 72 457 468
107302 82 54 571 348
120988 4 6 495 487
46801 4 130 427 525
48067 25 32 531 427
48252 17 60 412 459
107484 12 4 485 207
150771 10 9 428 548
36934 5 12 555 414
107145 21 20 479 359
150294 1 35 367 493
151107 10 10 490 483
48010 1 12 430 504
36955 103 8 565 323
45239 9 7 585 414
151511 70 3 492 369
150808 17 52 479 454
120053 31 41 471 466
150381 5 5 561 437
151184 7 12 487 485
151490 12 18 489 485
107257 19 32 573 398
151312 3 4 495 491
47829 25 57 412 413
107366 89 0 606 384
36984 13 5 612 346
121039 6 8 475 458
45216 12 9 630 271
150508 17 16 533 423
151070 29 33 479 468
47619 19 23 560 414
150827 33 88 415 485
120845 12 64 485 491
45784 4 19 427 560
121436 4 4 495 468
117935 3 5 608 404
36916 63 0 573 404
107126 21 18 583 391
120755 3 31 493 489
46678 1 77 429 520
