img x1 y1 x2 y2
91016 15 54 476 447
102546 5 13 390 386
25414 43 30 535 409
87022 19 17 550 395
87684 1 5 489 377
139459 48 129 286 430
29182 1 3 611 396
102500 5 11 526 442
87472 19 14 619 385
28071 20 18 476 479
89137 90 84 428 363
139254 25 68 420 454
87467 9 4 493 368
29187 10 9 551 437
138834 149 37 470 328
25163 10 21 426 557
28490 21 22 468 479
87654 5 1 567 416
138538 36 3 585 396
87414 89 11 552 382
139307 1 4 492 491
138850 5 3 585 311
89010 140 43 494 356
29024 4 8 372 654
139198 26 25 468 483
28883 8 19 422 557
86766 60 3 406 213
139199 7 47 473 472
87504 16 38 424 543
89270 30 10 530 377
25047 3 6 587 396
139153 18 12 533 405
102513 6 7 310 287
138946 6 38 417 564
139944 3 8 490 489
139939 2 52 416 567
89929 34 29 473 483
139817 21 33 457 475
86704 30 37 612 340
27744 25 25 485 475
91018 4 21 382 619
102557 34 10 496 493
29173 30 5 571 398
86759 7 7 573 416
88642 67 146 405 456
102462 1 12 570 399
138788 7 15 592 391
102543 0 58 298 296
86991 5 23 531 411
29160 15 7 320 367
102602 30 74 587 397
90322 17 24 414 564
28472 10 35 487 470
90174 272 73 551 384
28523 25 27 484 477
102461 6 8 493 336
25277 30 10 583 397
87321 8 19 464 474
28008 14 5 573 409
89777 9 37 482 489
86978 36 8 596 389
88699 12 52 413 508
89286 174 16 555 431
89339 15 64 490 433
102593 21 14 553 422
139146 128 54 485 349
27300 75 7 579 332
88967 6 12 427 573
88918 43 86 561 365
28880 3 7 570 423
26018 17 16 468 475
139318 14 10 496 487
27871 3 3 573 391
88902 0 12 493 495
138747 23 3 548 409
139345 0 47 498 495
138798 10 31 465 360
26024 189 241 476 462
89832 37 6 460 493
88536 32 10 571 421
29177 2 15 368 263
102598 19 16 535 335
27798 9 3 571 409
88623 50 31 479 468
29092 7 16 492 487
138934 53 35 560 387
87671 27 1 501 400
29202 4 13 297 348
139792 4 6 482 479
90411 6 115 395 524
87198 9 14 489 483
102605 7 66 487 483
29087 12 20 465 464
89976 25 37 473 454
86740 76 25 577 369
138773 57 23 454 377
90651 12 27 475 443
90037 30 10 526 405
102476 3 2 469 468
86787 19 19 573 422
139923 34 7 485 416
86610 6 19 424 557
139953 68 135 315 405
