img x1 y1 x2 y2
4037 7 16 489 475
69821 18 22 564 410
70398 14 12 489 321
70029 54 36 551 402
3156 32 19 504 409
70408 0 9 493 371
94908 5 17 535 400
3993 25 18 484 470
4242 27 57 504 396
4891 35 3 560 355
959 36 50 512 407
73192 19 28 546 427
70638 63 18 546 414
2855 9 7 553 427
4977 39 41 479 464
94013 23 27 509 440
4538 1 45 428 569
69621 1 1 496 371
73637 8 52 427 534
72456 10 18 471 491
3536 5 10 497 420
3046 45 85 456 437
71412 3 27 493 495
3026 10 16 485 483
94228 9 14 490 368
73817 52 28 499 377
3161 9 36 571 425
73430 1 18 549 378
5325 12 41 482 439
72325 0 4 495 493
72747 36 52 537 396
70262 3 0 608 401
5426 1 2 496 493
73771 45 3 438 428
70390 3 3 606 404
71194 24 32 583 394
73350 1 5 574 428
2699 3 55 573 422
3077 19 41 549 387
69830 18 13 626 351
3712 5 80 369 599
3146 73 37 534 327
70471 25 36 560 391
5528 7 10 558 419
4135 21 20 470 462
73746 54 48 526 429
4282 2 93 431 480
4266 39 97 493 414
4591 3 14 493 491
72772 1 14 573 428
3718 1 16 430 572
70186 5 3 604 397
3915 16 34 537 404
3954 2 103 429 553
1483 0 0 496 495
3715 23 7 560 423
2179 12 43 498 456
4617 7 15 592 339
73314 50 33 465 464
5262 7 7 567 422
70255 3 1 574 423
1854 6 72 426 558
72881 21 26 418 557
74105 9 36 425 570
2403 86 28 510 318
70823 91 6 607 378
3739 2 33 430 550
74186 2 86 431 531
3546 37 41 548 414
2083 6 21 423 503
5572 3 3 492 370
4411 2 9 416 560
70054 34 17 468 330
94129 1 1 562 430
94233 5 3 569 425
73358 66 43 512 401
4762 56 4 528 353
94097 23 9 555 414
71227 9 3 569 418
2830 15 18 490 447
5540 11 24 337 244
70728 37 46 553 402
5047 1 0 430 545
70392 111 23 526 377
4535 1 0 573 429
72092 9 6 489 483
73932 41 18 492 405
72756 25 28 512 423
1667 1 8 574 398
71478 21 0 558 407
4244 50 7 510 400
70581 21 16 567 409
73016 5 3 562 418
70653 14 9 560 427
94177 25 14 557 414
2224 3 3 576 423
72904 25 12 554 421
94243 30 17 569 387
73955 5 7 567 426
5561 16 14 567 407
4482 7 3 569 423
5373 10 7 542 427
3198 6 50 495 460
94240 7 7 553 430
70387 51 11 496 374
