img x1 y1 x2 y2
307272 31 54 476 454
182338 109 67 485 354
310206 32 37 479 472
306920 26 18 490 489
308992 23 25 471 485
307303 14 70 410 460
311100 26 25 476 477
307024 20 25 482 468
308002 28 41 489 477
307835 15 31 479 475
309937 28 20 473 462
307629 35 72 478 481
164404 35 12 601 357
310622 28 43 467 470
311190 114 179 496 493
310343 18 16 484 485
307619 20 22 481 470
311273 35 85 459 427
310926 39 50 473 475
307218 20 27 487 462
307441 25 29 478 456
307651 12 18 489 479
309330 21 122 481 495
308790 53 45 467 443
309054 25 104 487 489
309011 25 20 495 458
309284 12 10 485 491
308626 25 41 476 468
310073 17 35 482 479
308303 26 33 493 491
308914 20 33 481 477
164373 30 40 585 391
308099 26 27 492 472
307160 18 4 378 297
59069 3 8 493 497
307874 39 72 478 435
310995 53 14 489 475
310630 32 37 485 468
307491 46 33 462 470
311012 17 22 485 479
309737 84 147 450 462
306791 18 10 485 491
308889 37 54 485 472
308964 9 14 493 472
308939 35 50 476 468
308244 14 68 485 487
309602 21 37 481 487
311095 15 25 484 483
307311 26 110 481 487
307244 31 52 429 408
310721 71 87 432 464
310553 1 4 496 489
307623 31 33 479 464
308517 20 37 478 472
164439 66 17 585 401
311363 54 47 457 456
164513 87 68 401 356
164379 22 35 601 394
307978 10 14 495 477
164556 30 28 607 389
308357 9 6 496 489
310448 28 106 457 477
308705 18 58 495 479
310890 20 20 479 489
310858 7 20 495 485
59075 35 33 479 441
306510 54 35 470 470
309567 21 27 478 460
310973 7 16 482 466
311068 50 102 476 475
308314 34 45 471 402
59141 37 37 462 464
308551 17 31 485 456
307455 3 4 496 487
309424 23 22 481 477
306875 15 14 481 485
307386 23 16 485 460
307610 14 10 481 481
308483 50 64 462 454
59009 10 22 479 475
164551 63 28 600 396
310885 9 6 476 477
309630 20 16 481 441
310743 9 50 489 472
59028 21 22 482 470
310758 4 8 498 493
58876 18 14 489 495
308960 31 43 482 477
309721 1 16 498 493
306417 23 22 467 466
311039 7 14 492 477
309929 15 64 482 416
310404 1 87 496 493
308795 1 100 495 493
309800 31 41 478 479
59157 23 70 487 489
164575 24 23 609 397
310089 25 33 476 472
309140 7 10 482 460
306664 65 77 451 402
309334 25 70 487 487
164450 32 25 589 399
306764 20 27 495 477
306931 10 33 485 495
309690 10 72 493 481
309224 21 50 470 468
309169 21 79 470 393
311186 25 47 468 483
309657 26 43 484 420
164589 59 16 461 414
58904 73 183 453 483
164384 36 24 531 429
309068 42 72 465 460
308268 35 79 473 479
310268 31 33 478 470
164419 70 31 471 345
310105 84 43 485 429
306858 20 130 405 522
