img x1 y1 x2 y2
54661 10 25 479 485
199096 30 44 554 375
199350 6 18 485 477
198841 17 31 481 477
52605 54 73 544 360
199032 10 4 357 468
199194 42 27 596 342
54038 13 10 570 356
53350 15 25 485 483
53095 21 7 402 556
199503 45 21 410 339
198892 16 21 549 411
51637 34 13 579 392
199524 27 21 560 413
198994 43 28 471 346
51679 8 31 426 488
52779 43 57 530 353
51704 41 25 553 423
53626 17 75 487 454
199179 25 48 425 561
199832 31 27 482 487
53041 6 31 482 479
198842 10 8 484 458
199208 40 25 556 387
199211 82 79 522 343
198835 26 47 478 454
199144 34 54 564 338
53379 7 31 478 468
53312 6 10 473 483
53262 35 43 460 472
52960 9 25 493 489
53052 10 12 487 493
54585 6 14 485 472
199046 12 28 558 393
199122 20 12 496 472
52510 6 6 496 429
53932 1 3 569 427
53633 9 12 485 477
199379 31 8 533 364
52938 30 28 552 395
53835 0 52 427 539
199287 15 107 397 578
199186 28 13 585 401
199547 10 39 464 462
38219 16 16 546 427
54596 14 19 418 533
52946 59 66 445 412
51655 52 21 494 409
53450 18 31 454 487
38216 19 10 560 423
199118 21 28 540 425
53202 6 0 493 479
199076 10 9 560 418
198977 14 18 492 483
198825 48 37 546 423
199747 30 34 548 418
54173 14 12 489 475
199470 0 8 496 497
199451 57 26 426 348
199173 14 25 553 405
199437 1 14 572 426
199009 18 18 490 489
198965 14 30 467 316
198975 45 39 537 389
199613 68 45 527 382
54651 151 75 550 346
199138 21 19 560 422
53276 23 18 481 477
52614 12 108 482 483
199500 16 45 558 416
52145 9 5 558 421
198891 9 16 490 470
38191 54 16 552 382
53481 12 18 489 481
51699 3 13 588 394
53526 21 37 464 460
199166 79 46 485 377
199415 12 12 485 479
51690 27 21 555 422
53397 73 37 558 413
38243 14 27 514 450
199127 14 31 412 540
54239 28 86 538 410
54637 19 12 564 411
51684 72 34 477 375
199681 23 36 566 418
52828 20 27 485 470
54648 68 107 504 303
198991 2 25 404 599
199284 45 32 575 380
199392 15 31 487 450
199572 39 21 537 422
198845 50 25 560 405
199273 1 1 604 406
199299 1 39 487 367
199043 86 61 477 398
53509 12 9 423 544
199369 12 12 489 468
199551 7 13 587 368
53120 41 43 565 401
199161 21 14 553 422
199033 34 39 574 389
51827 23 12 566 413
53934 54 28 558 402
198955 9 17 459 341
52966 21 20 485 481
54786 12 10 476 485
51834 36 85 568 387
199366 57 37 481 351
53836 9 43 419 548
53006 15 85 479 483
199040 1 18 569 418
52863 7 54 489 481
51692 2 48 370 363
53959 3 27 482 481
199125 57 27 544 413
