img x1 y1 x2 y2
60404 54 1 467 300
175466 15 10 496 344
176288 64 54 425 303
60590 11 8 579 404
59888 84 43 519 382
59565 50 18 564 377
60227 47 47 518 353
176241 84 33 426 281
177729 59 37 533 365
123459 10 31 490 483
175523 17 29 485 475
175405 30 32 519 387
175172 19 0 563 405
175358 37 25 435 307
60776 16 14 549 423
60575 25 16 537 372
176357 73 34 450 288
59450 45 23 479 306
59466 23 14 569 420
175994 77 48 497 351
59740 5 3 568 425
176058 34 32 560 402
59624 28 47 459 314
176652 35 32 450 353
42878 62 3 655 371
177048 39 57 544 400
60628 1 144 413 535
59982 40 55 454 311
60896 23 22 470 485
60186 12 88 502 423
174992 1 1 571 427
176294 50 33 437 319
60604 61 28 528 404
176438 57 54 446 332
306153 4 12 490 479
60757 35 122 462 477
176005 28 43 512 414
60451 36 8 569 381
59828 57 39 540 385
176829 32 11 585 382
60416 0 15 478 399
60414 55 27 554 384
59578 75 84 503 366
177005 22 8 608 382
60476 18 30 479 324
175443 125 79 485 339
177585 17 15 479 328
176853 32 12 562 409
175086 112 44 569 385
60885 63 46 501 378
60478 19 13 531 384
43008 45 43 418 349
60078 57 52 550 378
177473 82 42 572 351
43033 33 19 438 326
60516 98 80 412 301
176571 8 91 430 444
176456 3 168 352 520
176520 35 12 462 326
59643 23 13 455 312
59822 36 58 358 454
176301 71 62 404 271
175234 70 70 439 387
175105 55 55 549 420
60219 53 32 571 391
60844 7 10 493 487
175611 37 63 455 361
59431 46 26 468 354
60510 72 50 497 407
60522 93 41 497 375
176360 60 27 445 291
60786 32 271 377 592
177450 24 15 605 367
177571 12 9 487 333
176291 70 70 425 301
60606 82 28 568 378
176263 81 58 434 306
176105 112 79 392 266
60395 30 27 530 394
60864 0 81 498 443
123448 19 40 474 334
175657 74 47 524 379
60086 65 48 417 291
59375 43 43 445 327
176187 51 37 417 288
60494 65 43 511 396
59541 45 49 531 401
176592 5 8 596 383
177087 43 70 528 429
176102 98 77 412 280
306199 4 39 492 460
174834 20 27 489 481
177691 32 19 471 358
59481 41 45 528 375
60190 42 34 577 372
59686 36 39 541 396
59745 68 34 490 395
176940 102 55 448 395
60070 49 69 558 389
60622 36 37 503 380
174614 8 74 423 531
60076 82 54 504 402
175462 6 10 496 337
176107 139 81 371 255
43015 86 59 510 380
59473 18 52 474 409
176233 87 69 410 299
176968 39 21 533 411
60393 10 21 510 409
306204 53 54 487 420
59967 102 64 490 395
