img x1 y1 x2 y2
336077 79 32 494 413
336888 64 216 483 494
335385 16 12 557 416
335803 36 29 476 367
335943 11 11 395 245
336836 15 17 422 564
335460 30 10 438 276
335340 32 42 571 379
335424 32 18 544 396
336988 7 8 460 465
336683 12 14 564 413
336027 18 33 506 367
335912 19 56 425 514
336156 39 14 510 411
335719 11 9 524 366
336149 35 11 419 356
335520 68 48 518 398
335214 22 15 574 398
335876 11 4 501 288
336211 2 112 407 514
335857 4 29 260 367
336309 45 210 381 470
335991 5 105 407 425
336868 45 15 586 381
335638 22 8 434 276
336850 83 147 364 486
335810 11 23 449 364
335575 33 28 418 488
335477 30 12 543 426
335233 26 25 567 379
335483 45 24 502 425
336528 24 2 419 305
336548 36 37 550 378
335970 52 43 517 416
336605 39 36 343 281
335511 5 132 430 494
336613 28 14 504 392
336004 8 31 357 429
336960 46 13 478 324
335596 64 17 566 332
336365 11 6 415 239
335988 21 7 345 231
335230 43 45 564 384
340445 34 42 481 346
336652 83 124 463 296
336268 15 17 504 428
335223 36 25 583 367
335248 5 14 566 391
336122 21 78 462 370
335402 16 72 448 487
335721 6 8 421 428
335851 9 1 472 391
336142 17 81 478 454
336294 56 25 427 325
335708 22 15 355 220
336405 33 21 573 379
336981 51 49 579 377
335775 16 8 516 377
335595 29 29 400 326
340514 91 26 528 441
336697 7 40 400 529
335879 19 25 435 324
335612 15 8 472 344
335680 21 10 502 380
335875 30 14 499 452
335581 7 11 554 338
335739 2 43 602 362
336518 3 23 268 291
335641 96 77 448 349
336041 5 102 399 525
336546 80 18 579 375
335547 22 130 552 422
335268 9 6 594 382
335517 46 38 421 387
336983 12 11 485 310
335382 37 21 549 423
335705 9 25 506 329
336476 14 17 396 287
335218 51 30 573 358
336979 14 29 476 470
336399 33 21 562 354
335745 10 63 391 548
335724 41 179 387 505
336565 46 26 506 434
336464 11 43 482 453
335331 26 15 481 342
336778 13 91 349 443
336006 18 14 475 348
335711 46 48 478 356
336977 76 18 536 377
336147 64 32 447 329
335317 22 8 559 393
335217 160 45 503 359
335748 31 33 395 345
335587 23 20 487 342
336567 45 20 509 409
335706 59 34 438 412
335286 27 28 533 425
335962 50 64 380 452
336084 57 19 562 397
335437 28 46 471 313
336379 6 33 354 321
336078 16 53 437 459
336075 3 100 366 493
335530 19 12 430 329
335353 22 83 449 442
335447 3 75 391 536
336054 23 91 416 504
336918 43 21 568 384
336780 26 23 567 358
335225 13 22 589 396
335523 28 38 401 521
335232 45 27 517 384
336712 23 25 534 362
336058 18 11 478 336
335758 68 10 551 423
335393 47 26 363 526
336986 1 8 496 324
