img x1 y1 x2 y2
100807 14 8 492 483
100163 20 37 484 481
146221 26 11 575 379
146017 12 11 460 430
108875 34 21 513 402
146512 32 21 556 419
146447 8 12 414 557
146196 20 10 598 337
146730 10 22 489 489
146211 7 15 476 360
96980 39 62 481 441
99211 5 14 428 564
95692 86 13 600 319
94945 9 7 562 422
146153 40 20 518 373
100484 29 41 476 470
146110 9 6 482 323
95151 6 7 493 367
95266 13 17 386 594
96742 20 58 448 475
94020 12 16 543 424
146974 4 8 443 412
146083 6 27 490 325
37824 91 2 398 273
147043 26 16 470 468
146685 21 64 485 464
100238 35 93 456 475
99249 3 14 498 479
146105 15 13 358 312
94147 28 16 548 415
100725 14 9 573 417
97276 20 40 405 558
100297 15 18 495 483
146700 29 25 473 472
146677 23 57 407 516
94142 9 16 426 564
99026 60 29 473 435
100719 30 30 567 409
97564 19 34 540 408
146988 23 54 481 425
37822 16 14 569 422
99396 32 18 475 481
51006 9 6 493 489
98204 36 25 549 420
109023 23 21 551 422
97294 22 16 534 413
146775 18 33 478 483
146009 32 18 451 435
95172 32 23 597 378
94744 74 42 541 404
100608 6 60 416 528
145957 10 18 571 425
100432 43 43 451 454
146732 12 29 475 475
146255 44 47 563 404
146583 59 39 490 475
95598 21 7 560 418
100423 75 66 448 437
146011 14 14 481 362
95616 10 12 548 413
145971 59 28 585 351
100417 7 12 490 481
146425 18 69 415 527
95192 15 40 532 361
146224 26 11 602 392
93709 14 12 487 362
146868 21 54 432 462
108901 74 34 556 336
109029 12 17 452 323
146649 16 77 426 546
146691 12 12 478 475
37811 6 10 390 293
145810 18 17 553 418
98022 58 10 530 354
147005 17 50 473 489
108902 29 23 481 368
93751 31 7 545 422
145930 19 40 389 494
95414 21 18 594 391
97824 68 30 512 429
146653 31 77 409 491
146671 6 14 418 557
146628 45 32 539 418
146707 21 74 418 533
146608 43 60 432 441
146952 2 21 419 538
98970 3 3 573 427
100260 12 8 493 479
37861 82 70 488 384
146322 7 18 558 404
145960 18 19 400 558
94521 26 28 467 368
98169 14 48 407 515
146065 7 13 476 314
99513 42 64 457 464
147051 10 8 490 477
145981 9 15 493 365
146271 34 12 548 411
100225 45 39 475 435
146164 6 6 479 351
146327 12 26 405 479
108984 17 10 592 396
108900 29 17 467 357
109030 35 20 482 368
146292 14 75 574 417
97132 41 21 540 415
94282 7 16 551 407
51456 9 14 471 460
145797 7 10 557 420
109021 19 25 602 317
146345 14 31 402 549
146122 36 46 542 382
99037 15 8 467 481
93667 12 21 378 560
51246 34 22 465 468
147032 26 25 467 458
37868 50 26 473 356
