img x1 y1 x2 y2
252034 14 16 489 460
253400 17 14 471 351
254534 65 8 533 375
255249 6 137 385 569
253312 8 45 420 540
255602 7 39 456 397
254564 14 88 407 432
252403 4 51 493 321
251562 34 42 581 363
251532 24 61 594 393
254669 12 39 475 297
252800 34 84 433 460
251376 11 252 369 589
253162 15 78 400 365
255126 92 265 367 502
252354 24 12 463 336
251690 6 4 391 355
252741 37 16 448 274
253650 47 34 573 343
255144 118 39 480 322
255846 84 61 585 334
254982 65 36 545 328
255498 25 37 569 402
251514 106 193 335 441
270833 144 50 504 380
255533 17 92 521 421
270797 30 18 567 414
255650 109 115 537 378
253762 34 12 562 418
255255 122 55 533 393
255113 7 28 604 400
252993 109 76 587 350
253059 14 23 478 350
255789 15 32 581 384
255947 53 17 468 258
253169 55 23 545 369
254713 38 22 587 366
270802 16 15 639 349
252240 37 51 470 313
252110 10 73 569 413
254906 12 14 544 420
253824 5 113 418 263
254938 31 17 592 383
251488 13 37 600 403
255475 32 13 485 314
255424 36 48 519 427
253830 69 19 416 533
255495 34 34 577 360
253110 72 30 557 384
255231 25 39 481 350
251942 1 122 406 466
255347 32 15 552 394
253506 27 39 501 405
251951 59 13 589 328
255011 7 40 529 385
255148 73 27 463 362
255301 34 76 459 242
255351 15 12 493 362
270804 20 201 376 502
253358 30 48 530 429
251457 28 25 517 380
254526 4 33 493 317
254967 10 15 412 328
255552 6 33 490 450
255461 36 61 551 420
255140 70 51 493 291
255025 21 45 560 366
251878 36 43 570 300
251434 46 19 452 355
251421 1 191 386 530
253677 70 218 328 412
253042 43 4 493 327
253960 28 23 573 404
254780 72 44 543 360
254994 19 66 404 504
252786 39 48 487 356
254822 55 149 524 429
251441 36 95 535 355
255324 75 19 542 393
253264 82 36 494 411
255152 39 46 560 405
252600 7 25 569 418
255440 6 33 401 563
255222 19 50 356 433
255093 13 32 600 391
252180 49 20 524 381
252896 40 40 431 337
255330 81 50 476 364
251410 13 80 470 420
253174 31 42 528 413
255958 40 34 482 351
251363 29 48 464 308
254902 40 42 573 366
255402 58 283 359 535
251972 9 57 539 407
255568 18 42 485 298
270846 25 6 539 294
251343 26 11 481 301
254005 89 45 585 329
255581 29 66 446 305
252052 100 153 450 378
270814 62 49 505 395
252679 32 18 548 381
253246 12 21 567 425
253704 40 35 471 334
252643 22 20 531 340
270794 66 79 546 361
