img x1 y1 x2 y2
196323 7 5 573 427
196762 9 14 557 404
197112 96 19 466 249
196594 4 40 425 561
196380 21 47 608 397
36601 95 64 498 416
196341 35 206 448 456
197146 32 12 555 389
196477 5 5 569 416
196215 21 31 487 458
196354 66 22 608 396
196723 9 14 493 487
196734 1 16 372 479
196676 14 21 550 412
196275 12 50 571 395
35375 5 5 569 409
36472 89 18 470 297
35508 12 47 473 475
36519 18 16 560 393
36807 6 35 484 489
196554 9 29 421 485
37133 25 41 560 420
197035 55 39 478 320
35398 39 25 496 433
196740 12 23 490 359
196527 12 12 397 227
196547 14 258 359 597
36554 180 72 465 264
37100 10 58 490 470
196174 63 54 566 396
196498 9 16 535 427
34479 11 44 589 384
196537 20 56 495 456
35267 5 12 428 557
196666 18 31 485 479
196271 4 50 496 479
34799 14 10 376 414
36020 59 111 517 396
196470 32 39 553 411
35337 151 62 496 387
35552 14 152 495 389
35938 3 6 496 487
196291 30 45 557 346
196754 3 3 569 423
36514 28 28 573 377
196060 10 12 571 425
196799 19 23 555 350
196313 133 68 504 306
197117 54 20 403 207
196324 21 23 557 416
36524 14 25 573 422
196881 9 21 567 422
196494 12 137 487 462
196333 10 16 560 423
196408 23 210 495 454
196281 119 27 411 223
37141 10 87 496 491
35821 59 95 426 404
196206 19 6 496 396
35955 26 125 476 385
196421 14 7 612 373
196528 225 43 485 284
196459 7 33 495 475
196847 28 15 630 345
196337 7 32 569 398
196668 34 39 493 268
196399 82 168 357 322
196247 7 72 478 470
35837 4 40 429 549
196730 17 4 496 295
37060 3 4 496 491
35834 23 33 485 443
36917 7 52 430 342
36730 6 39 495 483
35418 25 87 487 489
196522 65 22 426 222
37161 5 158 427 529
36637 8 46 425 378
196061 16 36 548 396
196926 46 46 521 384
36810 129 92 448 265
36570 10 34 567 421
196629 4 8 496 483
35137 25 79 482 477
35583 12 22 475 479
196568 43 125 484 412
35932 6 43 492 429
35826 3 10 485 454
36517 7 23 573 423
196855 19 21 515 366
196867 1 8 482 477
35019 6 110 425 544
196702 7 20 487 481
196951 9 29 498 462
196979 65 66 475 262
196987 15 35 470 466
36329 28 32 530 405
197176 7 75 492 466
196656 4 43 496 491
196821 48 90 510 423
34925 10 36 568 426
196572 5 29 370 495
36455 52 39 544 389
196441 10 31 420 569
36611 10 25 569 414
197178 68 120 522 353
196578 14 18 453 360
37249 6 31 418 544
197071 1 30 569 416
196329 3 16 512 404
35858 29 25 487 475
197096 4 6 495 491
196732 5 5 573 425
197154 2 49 318 378
196269 61 113 549 357
