img x1 y1 x2 y2
223949 7 5 489 323
223012 109 51 581 370
269675 0 43 610 382
224002 7 12 485 481
222599 32 30 566 387
221644 4 19 427 555
222541 10 84 422 545
222016 28 10 546 396
274225 9 14 482 475
223120 24 48 416 507
221429 19 16 408 383
269620 41 12 519 416
269628 2 12 355 323
221874 12 12 546 423
221605 26 17 599 392
223363 4 12 429 470
223519 78 22 583 318
273921 37 14 564 402
221383 5 22 406 412
269643 121 23 564 339
222011 27 7 355 288
222056 19 19 537 396
223209 61 18 567 386
273994 9 37 490 475
223416 57 35 468 422
274426 34 83 489 439
221576 7 18 412 281
221699 10 77 487 456
221812 14 19 553 420
222376 33 166 427 537
222938 12 16 465 300
269597 9 12 427 325
274249 29 33 479 458
273963 50 36 500 401
222201 3 85 490 439
223038 5 11 606 402
221800 187 10 571 395
223368 9 22 473 487
269610 19 14 562 395
269669 24 19 399 290
221993 6 130 404 561
222370 3 118 484 495
222741 230 81 566 351
224128 50 61 540 416
269625 10 14 528 404
223524 147 129 439 333
222190 48 14 482 345
269656 33 86 430 526
273957 18 18 490 485
224141 20 100 392 555
222127 99 55 481 386
221854 32 18 589 378
221727 89 41 467 435
273953 63 19 502 325
274065 45 64 471 460
222197 21 50 410 325
221955 46 15 456 365
222050 57 12 560 387
269596 45 28 506 407
223600 53 6 596 389
222551 3 26 487 297
274318 17 93 407 545
221582 14 32 560 373
269613 147 14 575 378
221782 21 14 479 365
222067 7 3 608 395
223397 26 25 487 472
274024 39 86 392 504
222956 32 10 471 350
223307 5 65 421 512
221940 49 67 472 384
223330 17 95 418 452
221761 10 23 604 364
222508 17 9 490 367
223318 128 55 548 405
221460 16 57 573 420
221806 14 45 352 464
221959 56 18 443 357
224071 36 16 540 416
274403 14 27 485 481
224094 79 34 512 396
221640 37 46 500 443
269594 56 17 416 314
221788 28 70 375 404
223031 5 81 431 550
221777 34 39 406 408
223089 39 39 548 416
223048 39 22 478 310
222896 54 23 521 418
222656 8 43 426 524
269595 56 43 528 365
222533 43 27 345 218
221815 7 28 528 363
222033 51 28 487 329
269646 26 33 392 272
221670 30 16 558 423
222522 6 60 412 528
223168 51 29 490 468
222640 46 34 524 386
222186 42 54 554 341
223548 20 18 489 360
223581 16 17 433 267
222679 21 10 567 419
223828 23 37 526 357
223802 21 21 552 416
221772 48 47 428 389
221413 26 18 464 466
221899 28 10 555 423
269648 46 21 549 413
223423 39 37 457 464
221392 29 42 482 340
222485 61 32 536 370
269683 28 29 543 385
222836 72 34 558 416
273935 17 29 484 487
269602 25 13 471 383
223538 17 29 482 487
223456 21 12 564 416
223604 32 12 477 325
