img x1 y1 x2 y2
168342 20 20 493 357
206452 54 55 519 377
161899 38 74 598 402
320987 21 8 493 475
167945 55 39 594 404
320962 83 77 536 394
321135 14 6 476 487
167727 17 14 484 362
320978 39 18 542 414
167288 25 41 551 404
167256 24 64 524 401
168056 11 57 562 341
206459 32 30 533 353
167600 25 16 566 418
207238 70 45 439 356
167703 15 33 607 400
167398 6 7 493 364
161858 57 81 549 395
321058 12 177 423 491
167765 50 66 506 431
168254 36 20 555 375
321088 10 10 493 485
167778 5 132 371 566
321031 6 14 495 475
167375 39 39 526 369
168082 2 22 469 332
207050 40 61 545 337
320999 26 50 484 452
161984 26 85 558 402
167564 37 54 515 407
162136 64 17 598 308
321002 6 77 487 452
167344 23 25 548 405
207222 63 21 573 398
321093 1 29 495 475
321107 6 110 495 491
167764 15 108 608 406
206635 40 86 584 317
168317 32 27 569 411
167317 36 10 570 414
206997 43 47 579 343
168045 28 10 496 370
167495 34 25 553 411
206466 54 43 522 405
167811 7 3 573 423
167294 21 14 490 365
167958 52 41 515 318
167363 23 36 546 393
206546 9 19 569 423
167562 46 24 427 533
321080 21 29 490 477
167548 54 34 533 400
320981 10 39 498 462
167743 7 23 567 405
167951 28 66 517 429
321063 6 37 493 483
206883 49 28 575 401
320972 21 35 475 472
161925 4 20 495 364
161887 9 32 542 422
167301 32 52 562 397
167620 5 19 566 393
167306 32 23 553 404
167394 16 34 544 396
206446 66 11 570 381
321132 21 10 496 483
207207 43 27 590 397
207031 12 16 571 404
167604 18 36 571 391
161949 10 21 575 422
167262 25 7 560 409
321092 21 31 465 464
207060 6 6 492 487
168002 64 20 454 364
168277 40 63 590 375
168666 64 75 462 441
168333 34 45 593 379
321090 15 83 470 472
168593 17 33 489 479
207153 72 28 517 407
167821 5 56 372 479
161945 160 84 634 376
167534 14 101 566 427
168615 7 18 492 460
321066 10 20 492 495
321059 1 39 495 489
207401 32 15 551 325
206529 90 34 567 389
207176 3 5 569 423
321053 15 33 490 454
207137 30 28 598 396
167246 93 8 606 364
167936 14 14 546 420
167536 52 16 521 405
207410 88 6 501 386
167258 43 39 533 402
167808 9 16 560 416
167667 12 9 566 425
206565 49 15 567 367
167489 198 73 513 393
207654 28 5 588 392
207024 27 30 560 393
207099 23 41 553 396
162070 5 25 581 387
168285 50 37 526 407
321067 26 54 471 429
168345 14 14 557 418
206482 12 77 555 425
168222 12 101 450 427
167531 7 25 619 363
206902 32 30 557 409
206437 57 39 535 368
207080 16 25 557 413
168053 2 60 372 435
