img x1 y1 x2 y2
57354 36 170 426 539
173707 9 12 572 426
174191 3 22 495 489
182378 5 7 562 425
54653 12 129 495 487
56873 7 18 492 483
172869 23 20 479 365
57387 9 9 541 415
308547 7 10 442 493
173259 18 14 496 483
56214 26 102 465 470
307517 15 14 482 481
57297 46 12 557 420
56754 6 14 490 481
173231 90 81 415 420
306742 9 18 481 495
173361 20 14 464 351
173368 23 75 473 445
56035 4 8 484 485
55670 14 10 490 487
182381 18 19 554 407
56083 10 33 492 491
172911 15 8 451 458
55520 32 154 414 485
174524 20 41 475 479
172318 3 31 496 487
309465 7 8 490 493
54867 15 18 495 477
54413 26 31 475 475
57310 9 27 560 417
54519 8 19 423 552
56822 3 8 498 493
57136 35 27 476 477
174104 20 14 485 479
308058 4 20 498 495
308296 12 29 492 485
57118 4 6 493 491
307463 14 8 485 466
55854 20 25 478 475
54083 21 25 476 483
174684 42 48 479 359
308791 28 41 475 475
172362 31 133 432 483
55917 45 35 478 483
173979 9 68 490 431
172473 14 137 376 477
56578 20 20 476 472
56155 14 12 560 420
56647 9 91 476 493
57080 6 4 489 485
308018 17 6 484 485
173621 51 3 464 260
56651 9 16 493 487
308322 4 18 470 489
57067 17 6 493 479
307026 23 27 481 470
174175 73 102 425 333
173342 12 6 493 364
172989 9 75 233 355
173939 17 29 487 483
308038 26 25 465 475
55149 23 27 482 470
172413 19 19 575 413
173680 34 23 545 405
308461 85 83 482 470
173751 32 31 479 466
55751 15 50 487 485
306993 21 25 464 468
307682 70 54 462 462
172251 1 20 490 487
55210 9 29 481 489
57314 14 23 519 444
172430 32 47 475 493
173307 10 20 492 485
174871 24 10 601 384
307364 29 62 485 479
308933 29 60 467 470
54085 26 27 467 464
174273 31 22 451 460
55545 7 12 487 487
174240 7 5 570 427
173912 32 85 464 393
174370 3 29 496 495
54474 1 143 495 491
308579 20 25 465 466
57098 28 27 484 475
308273 10 18 496 493
57020 6 120 487 487
308641 34 127 476 487
54346 2 86 416 567
307672 20 33 454 475
173531 40 17 562 382
53798 78 40 554 398
309042 7 14 475 472
308878 14 85 482 427
53819 118 19 562 353
308336 7 16 496 468
173742 19 5 575 423
55955 25 20 485 485
55281 20 41 489 472
56923 35 18 493 475
173075 107 133 496 437
174690 50 13 598 345
172709 36 30 542 416
174374 10 37 573 350
308511 12 54 403 493
308174 12 22 495 491
174756 6 64 476 441
54165 21 16 553 416
309515 37 31 479 472
172455 12 83 475 489
54657 26 79 481 431
