img x1 y1 x2 y2
330127 34 22 587 401
340893 23 14 530 418
328903 90 27 513 395
329794 43 21 500 342
329973 27 10 549 375
340772 3 4 493 493
328674 26 50 437 332
330548 31 27 471 443
329707 6 3 489 357
329988 22 33 491 333
341435 37 20 481 477
327751 15 144 362 456
330712 34 37 594 387
329226 23 17 453 396
328351 19 8 512 385
330827 19 13 603 384
330300 29 21 489 323
330175 30 6 596 371
328826 9 11 355 238
330524 53 22 465 427
330284 9 32 484 454
330519 22 19 430 325
340797 12 29 482 295
330596 65 32 580 364
328154 16 10 502 337
327833 8 52 414 492
329312 14 31 496 462
330313 30 21 538 408
328048 2 25 387 561
329050 50 50 506 393
328986 16 17 391 276
327820 13 140 460 477
330665 57 28 482 306
327696 17 34 528 395
329450 69 16 479 322
330022 18 46 544 405
328490 21 49 540 378
328720 17 18 525 423
340801 25 9 478 315
328763 15 37 429 532
328204 7 5 563 383
329146 31 11 336 369
330615 23 53 489 308
327829 18 40 464 320
328354 19 17 501 387
330822 7 18 490 429
330739 15 18 479 481
330620 14 35 476 477
328153 63 52 461 404
328560 21 39 553 405
330654 15 16 492 487
329949 17 8 506 328
340870 23 26 618 362
330062 20 189 430 521
327733 48 66 398 508
330609 78 27 539 369
330804 16 32 515 420
330141 10 33 468 479
328455 29 17 491 385
330179 14 6 489 362
328590 96 10 341 219
329162 85 30 334 222
330514 32 3 462 370
330819 20 22 610 348
329252 62 46 450 321
327855 17 63 467 436
327899 26 12 478 362
330641 88 27 576 349
328786 82 4 512 313
340818 210 25 549 336
340777 43 37 524 375
328087 28 17 584 375
330487 48 75 464 464
340915 97 55 432 380
328552 28 13 498 304
330727 19 78 387 549
330675 15 25 479 468
330552 5 118 416 421
327889 27 81 375 384
328946 16 15 358 255
328109 23 79 407 514
329741 60 28 382 268
328452 35 120 404 495
340785 54 11 482 299
328874 39 21 529 416
327772 18 9 428 316
330269 66 63 522 407
327757 19 26 602 368
330124 26 13 568 394
330756 64 90 418 270
329316 17 17 551 380
330038 7 21 521 429
328458 7 40 454 498
329403 47 78 486 364
341449 39 37 462 460
341450 25 22 460 470
328019 21 98 408 548
328995 50 31 527 340
328743 23 35 446 285
329572 92 36 485 414
327987 26 33 499 454
328206 39 53 489 344
330589 40 60 476 437
327774 24 17 462 468
330290 47 11 547 367
341425 68 72 420 397
328150 12 74 422 495
328195 14 22 437 375
329088 42 19 446 313
340872 59 25 540 380
330198 32 86 405 497
330104 51 49 588 370
340815 90 15 552 313
341444 15 43 484 429
328871 35 15 487 383
327847 25 17 491 368
340787 13 32 620 363
