img x1 y1 x2 y2
266846 14 10 387 391
203291 10 18 482 320
203101 9 10 542 418
266851 16 6 397 264
202881 118 122 459 348
203576 9 10 487 368
266857 5 7 549 416
266808 16 9 471 456
203774 93 34 504 378
266847 141 18 600 388
202893 9 11 604 391
167273 1 0 492 364
266833 14 20 291 280
203401 129 103 404 337
266863 13 5 380 291
203127 9 21 569 414
203036 54 12 519 422
203755 23 34 476 359
266812 8 32 380 265
203104 1 30 584 401
203765 2 120 371 495
162300 3 70 495 477
203190 51 23 596 401
203915 82 129 503 405
167310 1 170 369 489
203115 100 37 526 402
203505 10 18 483 387
203865 57 87 566 380
202939 16 12 562 411
203385 12 6 484 364
203875 21 28 481 353
266865 22 2 438 304
203778 10 90 565 423
203849 123 71 496 367
202713 1 1 596 404
321279 9 37 496 485
167401 9 7 490 368
203079 153 70 478 329
203310 9 15 487 367
203663 1 68 496 472
203444 5 5 567 427
167287 63 41 558 398
203469 12 7 490 370
203023 72 18 555 425
202879 3 117 365 452
203413 3 7 487 365
203696 9 4 493 489
161975 87 72 423 327
202843 5 5 588 392
203776 45 52 460 314
203426 11 11 577 395
202840 113 131 515 423
203496 34 32 475 454
203119 26 41 424 424
203606 40 20 512 420
203168 250 37 608 389
266862 25 26 482 466
203974 26 15 487 362
203556 29 18 485 487
202971 10 14 417 559
203489 48 31 464 343
203603 20 81 471 420
203183 21 63 353 321
250787 5 18 566 431
203871 45 73 558 372
161970 20 17 475 351
203742 7 7 558 418
203165 23 12 562 429
202909 7 2 490 320
203851 15 10 434 367
203343 3 49 594 380
167315 10 6 495 371
203767 1 194 431 572
203246 12 12 485 360
202901 5 48 406 484
202914 3 275 405 520
203403 10 7 479 365
321287 12 45 496 418
203771 28 52 556 402
203010 82 59 483 384
203753 14 11 618 377
203798 42 41 457 293
266860 5 6 381 246
203697 17 20 489 475
203793 68 43 533 384
203739 17 13 569 396
203685 60 172 495 495
203096 1 7 468 346
203590 142 14 517 294
167365 132 50 457 316
321282 16 60 426 533
203808 25 35 471 428
203087 1 89 393 493
202727 3 79 470 391
202734 60 54 554 409
203111 46 114 395 339
203068 9 5 591 394
203041 59 106 461 420
203559 59 39 571 380
203452 43 45 533 425
202742 9 15 587 397
