img x1 y1 x2 y2
109551 28 44 479 455
150238 89 47 465 414
149805 8 69 404 519
106978 14 2 324 259
111878 56 91 403 400
106212 31 50 471 450
110415 3 2 360 489
112654 37 22 496 454
42824 84 18 564 353
150209 54 33 457 422
106813 0 1 284 412
106203 21 30 397 341
106180 34 20 482 456
112770 17 47 468 435
150174 5 1 573 429
106228 5 26 596 366
106931 66 19 533 409
43399 1 5 603 400
112085 10 25 485 485
106798 28 5 539 418
112277 82 77 453 414
106987 35 33 513 394
42443 54 28 519 424
106894 15 16 293 285
149643 54 4 508 468
39948 14 41 433 407
149965 1 37 498 460
110527 14 16 430 548
149808 12 18 567 418
40178 164 82 526 416
112731 15 100 421 470
106598 5 5 343 345
150259 7 18 492 485
149885 9 12 487 328
109841 39 134 353 519
113199 15 35 487 489
149635 18 7 495 229
42274 3 6 496 481
110083 87 137 481 493
106746 9 2 407 328
106567 25 31 516 442
106576 12 14 384 313
149677 36 8 560 401
40989 79 25 496 406
112289 73 54 440 372
150040 33 36 410 544
106216 54 6 423 321
106621 3 3 561 405
106550 15 27 467 466
109290 6 17 484 409
150154 53 29 393 366
106541 21 81 478 454
150178 45 68 429 443
149555 15 18 485 475
106253 50 10 459 387
149402 48 17 514 386
41818 25 12 468 387
39850 4 4 326 485
111752 15 10 495 491
43382 14 12 560 422
106285 1 13 532 446
150075 6 10 498 485
43347 2 3 379 304
149852 3 10 495 493
149988 20 87 464 491
112222 68 5 537 350
150150 46 47 473 464
42650 29 35 482 481
106971 25 36 469 459
106559 12 8 305 279
109316 6 72 422 528
42244 0 66 356 426
106156 117 14 519 420
106185 43 46 440 456
43370 29 14 328 267
149622 71 47 497 396
106610 24 21 322 297
43386 17 25 590 379
40114 43 125 382 504
113108 17 43 471 472
110925 5 3 575 427
109850 10 99 405 543
39814 64 16 539 393
106914 35 19 509 415
149680 14 10 571 404
149859 19 8 592 391
39674 118 43 486 369
109122 24 31 400 502
42220 4 2 336 369
109504 9 5 598 394
149723 21 27 480 507
110204 5 34 526 423
106236 28 14 551 411
113052 18 79 481 464
39834 86 108 457 398
40896 5 7 530 422
40153 12 5 558 431
149748 153 18 444 458
150218 9 8 496 483
149576 92 20 549 419
150027 3 6 498 485
42404 18 6 478 489
39660 90 63 568 423
106901 10 28 296 312
106740 50 22 418 329
42874 3 6 495 495
150043 9 25 496 435
150232 26 31 448 414
112618 6 27 459 445
106902 5 14 576 398
106910 26 17 556 399
106905 21 16 566 423
