img x1 y1 x2 y2
197954 114 110 493 337
25357 72 103 276 375
23694 68 208 457 431
23810 6 25 492 472
197688 5 32 531 427
197982 34 39 496 443
198228 14 52 485 393
197943 59 0 538 383
198015 77 36 513 364
24419 21 72 478 408
23294 4 16 481 456
198153 31 20 489 359
198502 45 9 506 427
198203 15 4 493 371
25919 12 43 423 525
25159 3 40 297 391
197941 9 39 495 487
23048 7 9 541 414
25931 61 37 559 419
25041 9 18 571 420
198380 39 29 470 460
198408 25 28 528 422
24466 39 91 434 404
198317 45 104 540 409
198490 7 10 492 487
24602 14 25 481 470
197722 17 43 299 402
25236 30 18 548 429
25743 7 18 493 450
198681 6 14 460 472
197984 17 6 495 445
198048 1 52 496 470
22482 48 28 549 413
198359 1 12 551 407
198298 16 28 422 562
198379 37 7 542 429
23936 4 72 493 491
24471 50 32 542 396
24102 3 79 496 439
198351 32 39 471 468
22878 2 120 427 564
198435 4 6 493 483
23941 9 89 492 491
24125 12 129 489 487
198599 53 105 529 336
198568 7 33 495 472
23791 4 154 495 493
198434 3 115 496 367
198441 3 42 356 438
198754 7 35 493 487
198197 26 6 496 489
23898 12 108 496 481
198295 4 25 496 456
198030 7 6 575 392
25946 30 59 539 420
198376 5 7 569 418
25927 41 55 576 355
198745 14 197 423 480
198397 0 185 476 485
198716 6 8 495 418
198007 14 4 478 387
197959 7 10 549 422
198315 17 4 496 404
198269 205 14 555 425
23142 18 37 475 475
22519 10 25 549 405
198224 7 14 551 429
24509 4 18 496 470
25317 18 14 490 464
198335 9 147 482 483
198694 16 64 423 536
23668 3 172 492 466
198603 9 120 351 550
198085 35 35 487 410
198161 21 22 485 481
198411 6 58 490 352
198311 12 12 487 350
25915 8 18 337 320
24162 3 6 496 489
197723 10 17 406 543
198530 1 16 485 481
197714 10 18 569 389
24969 23 27 479 456
198407 31 8 495 497
198477 23 16 484 489
198131 55 52 555 418
198321 6 62 496 477
198499 28 144 567 427
197715 13 13 383 285
198349 28 97 496 389
25930 64 108 558 411
198057 14 20 487 367
198362 78 177 465 487
25604 7 62 487 493
25835 4 10 490 489
23264 4 6 493 489
25889 6 14 485 487
198080 7 45 493 481
198065 18 36 566 411
198306 12 20 484 468
198451 32 34 549 409
24063 15 20 475 477
198372 10 7 571 423
198208 7 10 569 427
197697 11 26 297 293
24579 6 127 429 481
23105 7 18 492 477
198674 9 8 493 329
23154 9 37 498 493
23892 9 12 454 356
24877 4 16 496 481
25659 32 14 496 485
23636 14 31 481 481
198489 111 23 573 333
22532 23 41 530 416
