img x1 y1 x2 y2
164669 15 47 481 433
216937 10 34 492 368
217261 25 139 400 519
215891 10 59 415 548
164684 23 79 428 540
216601 9 12 413 330
66924 14 42 481 365
216040 1 25 571 427
164650 35 37 450 447
216380 5 55 408 489
57560 11 6 599 402
218269 43 25 549 423
66949 8 28 391 519
57443 28 16 427 564
57400 30 28 555 400
218054 7 42 471 362
216263 17 37 462 441
215824 8 14 414 313
135279 66 61 569 415
180070 25 29 487 435
66960 6 18 292 390
164647 21 22 479 485
164735 26 7 564 333
217206 28 13 606 352
215772 12 18 549 422
60846 79 34 550 362
66930 13 17 566 396
57334 13 21 413 573
135274 30 33 585 377
216567 7 12 450 367
217491 26 7 545 426
219560 28 17 366 291
200878 10 12 456 468
135181 23 13 370 288
135276 28 29 482 452
218491 34 13 575 397
217250 7 10 476 367
135209 32 11 510 359
180073 37 56 460 462
135272 13 71 390 602
57694 10 67 403 514
309955 20 35 481 485
309826 18 14 460 475
218688 12 27 558 414
57493 15 17 517 442
216952 7 15 489 368
60601 10 158 403 546
216350 35 47 471 477
309938 23 33 484 485
180108 35 56 468 466
179991 24 8 589 366
309945 32 35 490 464
200868 45 15 589 391
216793 35 40 390 545
66938 45 55 480 375
60838 53 15 589 389
200882 16 14 571 400
217326 79 45 562 418
164689 15 20 490 485
57367 13 16 422 548
217441 28 34 483 463
60670 7 6 495 468
135184 28 23 531 418
57550 22 34 575 374
218681 19 23 557 418
60594 20 20 478 477
135232 41 54 516 394
66931 20 33 461 295
216576 18 52 440 460
218112 55 43 522 400
217338 21 13 485 324
135229 28 35 479 354
57451 15 25 531 413
309758 9 12 495 491
66945 32 16 562 414
216175 38 27 579 389
60825 13 20 452 331
57356 12 52 531 393
57343 25 52 475 468
57377 19 43 548 411
57474 14 3 554 427
135228 35 27 547 406
179975 17 30 577 390
218123 21 25 492 464
57429 17 11 473 321
164635 28 14 558 418
309873 14 25 485 489
218297 9 45 468 427
216691 21 26 470 354
309880 9 10 485 466
57411 16 80 442 502
57382 27 54 524 382
180092 21 66 471 429
57364 34 33 475 479
218339 10 48 414 543
218747 47 13 585 392
265639 12 36 352 448
135206 43 18 546 411
66939 58 67 507 369
180052 16 45 564 393
309843 9 4 470 491
66944 6 35 405 574
218701 14 14 566 416
