img x1 y1 x2 y2
31596 0 2 410 565
142001 34 112 434 452
33993 98 54 481 470
142336 32 62 457 460
32718 25 98 362 557
142211 6 54 496 468
34401 109 117 557 431
92157 28 22 568 396
92278 25 15 479 342
142087 28 33 426 552
34549 15 3 579 295
141746 11 19 575 306
34552 23 16 373 365
140974 43 13 579 385
32573 90 92 524 391
102289 40 22 564 385
34516 32 18 595 362
141099 72 25 557 416
142250 46 43 468 422
96762 45 62 468 429
92357 25 16 549 414
32453 5 105 412 519
92847 19 9 483 393
92761 5 11 598 404
98286 16 45 428 497
140926 20 38 567 403
102363 53 8 573 398
33597 16 27 548 414
92586 65 34 577 394
33329 27 52 560 368
142346 25 62 405 531
98313 6 14 489 477
141759 48 8 467 489
96367 18 85 460 414
142349 48 9 531 420
97967 46 12 457 439
34224 162 39 485 450
102346 25 19 524 416
141349 23 28 561 391
92205 32 16 578 388
93293 57 36 546 423
31001 5 7 401 596
94540 25 35 475 481
92235 32 11 596 379
30722 80 18 537 392
142115 28 45 470 460
142220 106 41 443 447
34574 18 40 466 339
141267 28 10 594 384
102254 7 12 571 422
142217 29 22 485 477
141367 49 23 589 367
93305 179 47 603 348
102223 47 17 605 385
140931 24 13 564 391
142124 29 35 462 452
31700 102 68 504 370
141348 120 12 567 340
33033 47 60 426 557
97834 17 47 475 472
141780 19 25 536 414
93404 32 23 557 366
141886 22 28 575 340
97932 31 14 482 491
92096 29 31 482 468
141355 101 15 528 360
141395 36 32 548 413
142187 14 6 489 479
96627 109 72 460 420
141378 26 36 524 394
92915 59 16 450 377
96436 25 40 415 568
32624 32 70 475 441
142363 15 70 485 472
92793 29 234 393 608
142212 89 41 476 466
92257 9 177 343 491
97749 23 18 478 477
102325 16 16 458 330
142231 17 25 439 450
91677 14 38 529 420
102463 32 55 553 411
93200 7 18 560 420
141382 46 9 606 328
34524 12 10 551 405
34130 26 27 456 439
32476 26 56 467 431
141428 15 26 484 324
142102 9 10 555 423
141380 15 85 600 367
141324 119 7 481 380
141318 89 40 587 377
32701 37 35 492 468
97887 20 18 475 470
141797 71 39 470 477
140992 36 13 591 394
141106 61 30 587 387
92460 21 8 560 410
141203 50 29 592 340
141388 28 25 548 423
141527 14 52 559 403
92255 179 73 473 348
92122 43 30 490 395
102300 12 23 562 425
95055 26 70 454 429
102266 34 18 560 406
