img x1 y1 x2 y2
200698 18 22 498 429
170554 7 12 564 423
47832 4 67 415 550
134475 30 65 249 315
170714 51 13 571 391
134512 4 5 485 303
134690 57 13 529 370
170827 52 12 450 289
134462 33 29 531 401
134670 72 28 542 393
134563 47 10 530 350
47025 63 12 535 409
200537 38 161 419 455
43930 43 49 541 387
44183 5 16 577 369
305919 27 69 412 526
45057 15 15 436 319
47307 32 30 562 418
48139 21 8 555 402
200609 16 94 390 556
43977 38 20 578 364
47128 37 27 504 375
46988 19 18 550 421
134594 1 197 396 545
44932 39 23 586 375
134540 12 40 437 328
46965 12 8 470 326
134628 22 15 582 387
44961 53 59 460 367
47078 18 28 434 379
47728 59 46 540 378
47400 29 67 539 402
170746 18 85 476 416
47274 24 39 593 381
134450 41 6 377 247
47421 49 59 502 354
47583 20 8 492 384
47017 18 19 564 420
44063 5 77 573 429
47223 1 132 431 528
47270 51 7 450 356
47584 12 64 482 369
47774 10 7 492 308
43982 30 6 641 378
134552 4 56 262 334
43972 17 26 390 279
46996 61 79 460 408
134482 9 79 422 538
47972 11 23 299 324
46921 27 52 514 398
44074 28 78 487 428
47844 98 25 501 387
134587 23 14 549 403
44920 56 24 441 399
305920 6 45 481 470
170606 30 6 560 387
134461 11 10 327 382
47888 1 8 445 320
200632 26 19 342 292
44014 72 52 543 365
47477 17 35 370 317
170655 25 35 342 250
47028 9 20 491 485
47198 39 8 487 326
44401 3 41 310 330
43931 110 46 558 347
170598 17 35 489 361
45049 14 22 488 470
134567 20 20 432 314
45052 15 17 340 317
170589 21 5 544 414
47665 16 21 451 414
47192 14 18 501 379
43924 97 27 558 384
47098 28 13 324 272
134459 10 28 320 294
200606 24 14 702 259
134604 12 5 495 295
134496 22 40 597 383
134573 25 18 540 413
44407 14 21 497 456
134545 23 30 557 396
170225 43 19 540 416
44260 38 6 583 399
44019 24 22 585 406
44209 22 11 589 389
47007 32 50 544 400
47345 18 14 509 341
170640 45 13 572 374
170621 65 34 468 325
47855 38 29 337 318
47088 16 14 506 335
170681 4 75 490 481
47209 9 6 482 324
47899 19 41 430 491
47688 6 96 427 512
47670 55 17 539 385
134548 21 17 470 357
47012 36 32 524 422
45068 44 20 590 393
47412 26 12 297 263
43513 32 52 571 380
170582 17 20 537 376
47184 17 106 375 499
47848 6 6 388 276
44053 28 82 471 454
170649 9 14 479 479
47100 23 8 486 330
47175 11 52 514 335
47854 32 24 531 397
47709 7 14 377 262
44102 18 12 566 407
47189 11 19 454 499
