img x1 y1 x2 y2
177882 9 9 549 425
307538 79 108 421 400
182320 70 37 522 400
52398 13 115 412 538
52803 12 36 415 550
182355 23 25 475 437
308493 28 41 487 468
178534 17 54 475 456
307090 10 18 481 481
130826 46 60 481 349
52539 67 68 470 302
308703 6 27 493 491
265330 21 16 279 277
178145 96 64 404 431
52403 42 22 409 188
206201 10 89 496 370
308062 81 81 485 472
130832 25 27 467 319
178006 9 14 489 477
308167 14 81 482 464
206704 28 146 409 562
178084 107 108 404 406
307912 12 25 482 464
265396 7 15 460 359
265422 36 40 507 342
177827 34 79 475 414
306992 14 29 487 487
178106 15 52 465 447
178170 60 83 432 470
205626 18 32 546 405
308535 17 16 476 475
130836 23 23 396 295
182333 20 15 531 431
307212 6 64 495 441
206316 66 54 495 405
52408 198 88 517 364
177976 12 43 484 489
178217 42 35 457 393
307279 6 79 423 472
206334 45 18 517 376
307908 54 50 454 429
130816 32 53 470 350
308379 25 25 473 489
177728 107 35 485 460
177878 57 23 530 350
52416 22 16 376 378
306841 18 12 485 487
308237 40 31 478 450
308415 29 29 482 468
307725 51 95 465 400
306932 4 6 495 493
307466 6 20 459 479
205745 160 144 499 393
265054 86 108 488 365
307406 9 14 485 460
306732 29 37 484 458
205832 28 41 560 391
177914 9 9 566 425
307140 23 29 471 472
307975 42 31 487 391
307521 26 22 479 468
308637 26 29 489 487
205646 9 55 396 468
306606 21 117 420 492
52443 15 99 371 605
52823 39 34 539 405
307033 12 14 482 485
177940 15 15 471 366
307811 21 29 493 479
308182 82 97 440 343
183138 47 106 486 452
307385 17 29 484 479
308310 21 58 487 387
130819 21 25 484 351
307041 21 14 564 423
308302 32 39 471 466
177932 103 118 401 377
308049 19 24 458 486
178116 25 43 567 388
206713 11 10 596 384
177707 25 16 473 472
130896 26 41 456 462
52681 21 36 475 361
307564 12 10 484 485
306455 25 87 481 391
178043 19 18 563 424
177869 21 39 492 466
206872 16 17 378 282
306954 53 79 409 400
182324 37 24 387 201
177736 28 43 476 479
206547 5 21 564 422
306924 14 56 482 475
307102 28 22 481 456
308318 9 25 471 462
178032 89 62 470 321
307941 15 29 479 468
307780 9 29 496 489
182327 62 32 550 362
307593 25 45 475 481
306587 92 68 525 367
177955 18 22 471 475
306517 17 20 478 475
182337 2 4 398 277
307699 71 104 420 379
307093 3 12 493 477
307415 54 77 459 452
178226 18 29 478 491
