img x1 y1 x2 y2
156004 19 18 600 394
156574 17 37 478 450
115530 34 21 522 395
38868 63 27 539 402
37880 21 91 481 445
111295 21 21 549 404
35432 88 103 438 390
113659 34 1 569 393
37010 14 24 415 540
156490 9 25 495 470
156218 89 62 462 427
113652 25 33 479 445
156320 4 33 489 483
156337 5 93 414 471
111462 45 10 596 384
113624 10 16 482 472
114761 101 70 485 435
156158 10 50 557 386
112721 9 8 589 396
156528 45 95 445 416
156159 1 2 478 491
35925 22 62 605 356
36053 25 50 550 423
155782 82 64 474 423
40357 28 17 589 387
115782 35 27 471 472
156559 14 22 487 475
155678 149 3 526 368
38769 28 7 348 273
155940 126 3 604 312
37782 18 31 476 477
114179 20 12 479 479
113513 8 110 415 568
38251 20 89 485 462
111345 11 8 604 387
111275 9 7 487 359
156531 4 47 496 491
37535 7 4 487 481
115391 14 18 479 479
38813 65 33 496 462
156498 10 27 492 489
66506 8 15 452 291
35790 3 45 378 584
36208 39 34 468 353
113460 9 57 424 538
115912 29 60 459 464
111491 26 37 587 345
115330 12 22 479 439
39128 23 13 376 376
116205 32 75 439 439
113959 12 10 487 470
38897 35 64 459 455
110096 14 19 562 400
111172 23 12 546 409
113533 3 18 489 479
156466 192 4 489 333
41761 21 28 562 404
156479 12 29 484 458
112286 6 8 490 483
111118 11 17 397 596
156108 26 47 569 380
156510 17 22 485 475
156489 4 8 493 485
38739 4 67 423 529
36255 3 41 364 450
38670 37 34 537 407
34614 16 1 582 410
111812 9 6 487 362
37752 7 18 464 487
113133 12 12 563 424
114769 10 60 489 466
38168 25 35 493 475
37979 7 33 487 466
156231 68 100 428 427
115499 12 70 453 441
156401 21 33 484 447
113761 3 20 482 470
115215 5 93 422 531
113704 17 40 407 497
38671 6 47 493 487
37143 8 96 425 534
113419 14 12 569 405
156328 7 37 493 435
38852 20 19 568 403
156138 30 28 537 393
155768 30 64 452 438
37812 3 3 496 271
115481 9 12 549 429
39752 18 18 558 425
110358 21 63 535 351
114934 17 60 482 454
156213 18 64 470 475
155753 28 63 569 409
38843 6 72 490 458
115822 21 43 475 456
110131 32 15 608 330
38889 3 8 585 370
34718 6 16 628 339
116124 12 18 478 475
34480 34 70 492 481
111066 14 25 495 462
156537 6 66 481 447
111379 34 18 578 390
156318 7 16 493 475
39240 12 7 555 425
113158 6 31 487 454
156540 32 60 453 420
