img x1 y1 x2 y2
215796 46 40 530 382
272427 10 22 484 462
215764 34 28 471 348
216622 116 22 524 336
218735 109 30 501 375
219771 10 18 540 405
216417 64 13 536 391
216153 25 32 481 325
269797 12 50 546 414
216968 7 3 441 330
219509 18 25 467 443
216882 23 48 567 393
217046 21 19 546 386
269808 48 73 544 337
271731 6 99 383 589
215825 45 45 506 423
255817 81 133 482 470
269787 28 34 356 260
218106 25 102 478 460
219048 16 18 524 411
272236 6 16 493 408
218141 87 15 515 392
271914 17 81 479 458
215952 135 47 508 382
215855 66 95 514 382
269926 23 11 381 288
218245 1 23 554 421
269809 10 78 354 435
219784 109 39 452 321
218812 14 16 557 414
216507 16 19 419 538
272416 9 16 490 460
220090 46 14 432 298
219778 9 14 544 416
269792 9 28 589 374
215888 82 39 522 389
219452 106 39 418 468
216122 43 70 465 447
271875 6 14 489 493
216872 28 5 546 420
219815 34 28 541 379
215614 30 32 423 508
219394 7 14 485 483
218135 10 22 490 477
218970 122 81 501 375
271881 20 12 489 475
219726 28 12 553 422
215757 38 15 566 348
218353 15 34 482 321
215870 3 77 564 396
271963 10 72 473 477
219366 122 56 552 374
270007 41 21 513 380
219599 56 29 460 462
272345 7 31 489 452
219270 30 88 385 398
219415 17 75 467 462
272023 18 22 482 479
218044 40 7 574 323
218192 27 28 319 240
216499 107 40 564 389
216084 101 56 522 385
218398 37 28 492 357
216605 34 29 487 331
219909 21 57 553 413
219875 10 54 464 466
219674 1 46 540 423
218649 28 21 419 490
219138 81 30 501 331
219928 57 82 533 377
215714 64 18 504 346
219994 15 40 482 360
216461 55 20 537 391
215695 10 86 548 348
219084 5 50 450 427
219423 18 10 485 479
255798 28 64 464 445
272322 25 14 490 445
218114 9 13 521 379
218938 84 40 535 394
271796 48 20 478 462
218771 91 46 551 422
216331 97 93 468 385
219688 59 57 526 387
269789 9 16 413 529
271714 23 93 485 475
272248 18 77 475 456
215710 28 30 495 375
218804 30 12 284 234
219147 21 22 450 475
269962 6 46 335 526
218073 20 13 457 296
269810 24 1 700 333
269790 79 34 506 402
255830 10 162 454 485
271783 68 91 471 462
218403 63 28 504 380
218268 14 15 482 460
219104 31 55 420 504
219693 23 27 564 414
219653 54 18 508 409
216169 25 18 519 431
271969 7 22 485 470
