img x1 y1 x2 y2
312809 28 54 492 456
220809 6 7 426 562
131150 8 52 427 565
220666 10 103 422 560
312428 7 7 567 422
220136 4 6 481 371
131159 59 72 445 381
219220 14 15 479 348
134899 5 18 571 423
176934 25 58 496 483
219251 43 28 432 405
220489 21 18 481 362
220427 43 11 577 379
177244 12 48 414 554
131224 37 31 475 477
219862 38 63 554 377
312740 4 8 492 489
131163 15 12 478 475
177255 10 8 493 483
220467 43 41 616 355
131143 63 17 555 348
219955 17 18 493 370
131168 26 20 464 487
131221 40 35 471 472
312821 29 50 495 466
177101 21 22 470 483
312253 18 20 457 472
177235 10 6 485 365
177239 30 52 483 407
312556 29 20 473 477
219942 59 29 485 296
219243 10 7 569 413
219912 65 49 589 390
220038 22 39 598 378
176984 10 18 560 425
177399 12 5 390 293
177308 9 4 466 354
312634 14 37 476 487
312378 12 56 475 477
312817 10 14 481 481
134872 5 48 422 553
265555 13 31 423 556
312509 17 10 481 479
131144 29 25 484 479
312550 18 18 479 481
312650 28 27 462 464
177229 7 10 493 489
219413 21 14 562 416
131174 21 20 443 495
177300 27 27 548 400
220089 3 3 569 429
220412 6 4 496 365
177117 7 4 489 491
265550 20 28 421 559
220060 6 9 427 466
177266 135 68 608 396
219157 27 41 557 409
219552 25 21 428 356
220128 21 21 535 407
177331 19 12 562 417
312472 14 70 415 445
134891 16 23 558 429
219420 2 10 404 604
312643 12 12 484 487
219400 4 36 419 555
220054 7 1 493 368
176948 15 179 431 464
220034 20 10 587 390
219666 16 12 557 407
177004 10 81 558 427
220183 5 8 599 394
219184 19 52 581 378
219949 5 52 569 389
312594 7 14 485 489
219349 108 10 553 245
131091 13 35 606 405
219658 9 9 571 418
177251 7 30 558 425
312545 23 25 481 481
312716 9 16 487 483
219475 3 7 494 420
220028 103 62 431 265
134879 19 9 571 423
265548 33 16 594 367
219177 13 67 596 371
312714 23 29 482 479
134894 18 7 558 416
134895 9 9 566 425
219649 48 32 537 418
220630 28 10 542 404
220383 17 173 392 540
312287 10 12 482 483
134877 31 13 611 373
312579 1 6 492 493
219324 3 32 490 365
177326 6 16 490 487
220843 37 9 479 306
220046 9 8 490 470
265546 3 16 504 480
220213 12 14 566 414
