img x1 y1 x2 y2
181310 71 100 437 458
62569 9 8 485 483
180907 37 18 543 394
307986 34 37 476 470
180748 38 27 583 396
180704 24 34 549 396
180079 9 14 482 477
180533 10 9 560 402
179761 10 56 475 489
180756 21 53 473 364
62708 15 89 490 489
180853 23 14 482 479
62370 29 64 492 477
62469 10 14 484 483
61703 23 50 482 472
61766 9 22 489 477
180903 34 29 481 468
62124 12 18 484 483
180552 34 18 484 468
307401 40 33 473 472
179808 31 56 484 489
180538 45 30 529 353
179782 18 25 492 468
61281 29 9 456 362
180576 51 8 594 379
307940 4 8 487 495
180353 42 37 460 452
180805 10 8 496 475
61375 23 6 476 364
180594 1 218 401 588
307495 90 102 398 354
61460 21 16 475 421
181802 68 27 542 415
182351 27 21 414 536
179740 12 50 475 475
62862 8 24 427 534
61205 3 71 598 402
61317 18 12 560 409
184198 37 18 587 401
62888 28 22 479 470
62975 23 18 473 470
180856 37 25 485 479
306411 12 70 485 431
181667 9 29 495 479
180773 26 20 471 472
306391 27 32 546 409
179760 9 14 465 491
180874 12 94 399 546
181284 28 14 481 350
180265 24 9 417 563
62619 25 214 418 493
180259 67 59 446 301
180135 7 18 487 489
308281 13 8 378 304
179970 25 20 478 345
307063 14 18 490 491
307433 17 29 478 431
181136 32 23 553 400
179809 31 77 475 439
306418 43 41 460 466
120910 7 16 542 423
184120 18 0 416 553
61209 91 71 538 379
179790 10 16 479 470
181717 49 22 594 391
307458 31 33 478 477
179937 19 9 540 431
181119 12 10 484 487
180769 20 14 471 454
181407 23 8 485 477
61332 43 22 589 390
182350 18 16 479 358
184151 26 29 528 413
180627 28 8 484 324
181245 28 27 460 475
180272 26 25 478 481
308421 21 18 473 475
120953 17 16 493 487
180849 16 27 546 405
184158 16 134 425 549
180986 46 27 473 470
180435 46 21 544 413
120895 4 31 427 543
180513 165 101 533 335
61344 34 25 564 386
180860 7 10 487 479
308370 15 18 481 472
306206 10 20 495 462
180876 23 20 471 479
180096 21 25 472 337
181783 23 25 492 481
120908 29 45 464 445
62092 31 60 484 422
179805 28 43 451 441
179774 12 54 484 466
306310 16 9 560 423
62575 15 118 460 493
180608 39 20 473 329
62847 15 33 479 462
180283 48 9 560 420
180973 74 25 522 375
180491 10 18 359 433
181405 14 16 478 481
179779 23 22 476 447
61390 15 18 583 391
180764 21 10 528 423
61191 84 31 470 326
308190 18 22 485 475
61915 18 18 476 491
306383 14 14 528 409
180330 16 10 555 405
180444 67 52 415 418
62512 12 18 485 479
184200 21 25 544 411
308681 18 27 492 481
62007 15 39 485 416
180067 9 12 485 479
181846 10 33 482 493
61236 16 18 560 418
