img x1 y1 x2 y2
173877 45 29 518 357
174424 34 31 451 479
50461 14 6 626 347
173447 4 28 495 370
176798 35 29 475 360
175103 12 19 573 411
49823 4 10 473 361
52638 63 24 416 311
177135 9 83 601 391
50006 15 15 493 328
176549 43 18 564 427
173482 36 30 545 391
174662 36 28 422 561
175122 73 23 470 308
50937 28 15 578 390
49965 9 10 567 395
176540 25 54 546 414
173425 39 61 542 411
50859 56 49 616 306
174643 17 9 384 271
173326 63 27 525 384
173340 9 10 548 407
176624 54 30 548 382
174403 84 22 471 466
173521 14 151 391 439
175216 23 34 522 396
174507 39 25 487 370
49832 28 12 513 393
52337 20 37 492 462
52634 25 64 522 427
176225 4 20 468 371
174481 7 12 487 322
175272 51 32 536 379
50846 12 7 636 351
52487 28 7 383 277
176831 54 46 564 418
51033 24 38 400 500
173456 8 18 388 290
176836 57 61 522 364
176026 80 42 594 375
173841 38 45 523 360
50104 24 74 386 521
174973 31 29 471 346
173816 42 54 498 360
176651 5 21 571 429
173108 64 23 435 314
174827 10 6 375 320
174938 42 75 475 322
174389 64 9 546 342
176051 82 15 550 379
174487 28 49 513 387
52648 9 28 419 546
173462 45 6 559 387
176298 64 30 530 409
52453 36 34 571 414
172864 73 23 526 375
173249 39 21 540 391
174612 115 63 447 335
173354 10 3 496 362
175583 68 7 566 414
174838 9 21 526 380
52667 38 30 593 394
174619 59 14 566 416
52599 28 39 530 425
175522 17 37 443 310
173220 48 32 517 386
50264 53 22 558 390
50112 19 8 592 385
174419 13 120 390 492
52571 77 54 479 400
49873 17 17 478 322
177032 75 43 485 378
174808 55 44 546 374
174680 13 15 568 405
51493 130 37 568 314
173858 32 16 558 375
175191 25 15 475 339
174371 18 45 569 423
52422 23 32 366 285
52498 71 62 358 233
50223 64 50 542 414
51140 12 110 551 414
51571 18 10 573 400
174468 16 21 546 414
175893 22 32 589 399
176519 75 36 562 409
52550 26 21 570 392
174522 47 39 590 379
174330 19 10 546 416
174979 80 34 602 357
174147 28 88 573 327
175974 7 40 570 403
50663 31 14 475 342
173762 45 36 514 369
52688 34 28 533 420
52792 3 14 575 369
176673 48 5 548 413
50074 20 24 587 392
49763 29 31 457 335
52344 37 23 562 373
52483 103 18 592 397
174716 21 47 372 472
51149 30 61 548 413
172966 50 9 457 384
174851 86 34 531 393
