img x1 y1 x2 y2
19536 3 16 486 496
17962 43 35 459 470
84831 1 67 429 556
19535 27 5 555 422
19378 12 8 489 485
84153 19 12 551 404
86104 18 16 467 485
83473 24 5 306 333
83260 7 9 555 420
84459 28 57 457 367
19562 7 9 492 367
87252 6 6 482 485
17874 25 25 464 495
84000 29 12 476 354
86443 3 12 573 429
96759 18 57 540 420
14977 25 3 544 429
19588 70 19 542 406
19544 5 7 440 446
16000 18 9 558 414
16026 6 16 431 519
15048 65 44 576 362
87259 1 2 496 493
18137 18 9 551 414
83212 39 9 542 420
15466 9 35 478 493
96718 15 9 423 534
84417 46 2 586 326
83289 5 34 564 409
84244 1 1 573 427
85034 6 24 423 565
85989 20 14 481 487
85497 7 14 493 485
86295 10 12 481 472
19381 12 9 558 425
83072 7 9 560 422
15785 9 6 478 479
83447 2 1 624 375
83371 12 23 565 428
17454 23 8 487 489
86333 14 29 478 441
18371 6 9 426 569
15422 1 60 429 570
83493 32 28 406 325
96687 4 1 634 362
18273 9 31 465 452
83160 1 3 573 423
18978 30 3 542 413
17098 5 45 412 531
84631 32 37 478 460
96607 10 7 419 344
84282 7 5 569 414
83265 12 6 481 354
84257 20 22 596 402
16989 34 27 492 489
84280 3 12 369 483
19559 3 7 563 420
84159 20 61 441 404
86722 6 40 402 583
17987 10 28 424 528
83504 32 64 548 277
96555 89 13 590 351
18142 43 36 481 347
96774 12 9 434 423
17948 2 62 422 536
83631 34 25 548 414
84231 10 10 562 425
84671 5 88 428 552
96557 7 9 539 412
86896 0 2 496 493
19008 64 10 558 423
96602 11 36 508 435
83995 39 9 573 418
96636 65 40 414 316
18955 10 58 356 591
87164 6 14 478 493
96660 1 12 511 417
85591 14 41 489 381
84094 14 12 471 468
84197 20 4 433 566
83329 72 3 564 416
96597 38 47 573 379
86199 28 29 473 475
83177 178 9 546 359
86507 4 20 440 462
83637 17 90 493 371
83572 39 26 484 360
87036 30 21 525 408
16626 64 12 546 387
19057 30 59 545 408
86458 15 39 492 481
96581 18 23 485 462
83794 18 32 553 416
83235 11 12 439 493
84167 14 14 489 362
19543 5 7 438 293
96608 13 3 604 395
96784 13 6 583 380
19141 21 33 471 470
83355 26 5 587 402
96616 7 3 492 364
18140 12 100 415 504
