img x1 y1 x2 y2
81420 31 54 297 323
249996 40 91 401 338
133242 18 33 490 491
201715 17 35 485 470
133145 43 27 577 385
81210 50 23 562 410
250905 45 23 501 393
251212 146 73 513 429
250328 3 50 465 423
81367 10 7 462 349
249927 31 20 487 458
250357 7 18 496 373
250239 30 16 564 384
133152 53 57 571 362
250261 134 25 476 325
250074 23 27 524 407
250298 25 68 482 472
250081 7 60 399 466
81427 42 35 594 389
133201 118 105 535 333
249961 50 9 495 356
139652 48 16 551 413
309981 12 33 481 495
309912 25 25 468 470
133349 28 77 450 422
133071 45 17 592 380
309677 14 10 478 466
249265 41 37 557 404
81159 21 14 481 481
249735 28 93 555 427
310162 6 87 432 362
250249 25 30 564 344
309772 17 83 493 468
81394 32 8 604 382
251218 42 44 606 396
201731 15 20 493 485
133294 37 70 498 370
133064 57 30 560 399
133355 40 33 475 460
201813 9 14 492 477
249427 19 28 557 420
201733 17 18 485 493
81306 7 5 575 407
309765 15 54 492 485
310043 103 52 492 485
133216 91 79 537 370
133303 40 12 464 385
81235 23 34 426 421
310153 35 20 487 422
309708 79 91 470 460
250820 49 47 574 376
250528 25 6 485 497
201719 45 37 496 416
251037 34 30 471 310
81196 35 22 485 475
133136 66 42 589 394
81361 27 18 567 422
81165 54 25 528 402
250316 4 35 479 462
81234 12 18 558 426
81308 14 37 285 408
310117 17 45 489 493
309922 6 79 392 458
139664 12 57 401 531
81182 14 43 399 543
139654 66 16 539 420
251367 28 36 571 364
133229 107 88 516 357
201812 46 75 421 466
81301 2 36 431 538
81270 21 18 488 425
201750 26 41 489 460
133249 28 28 604 389
250565 14 50 558 396
249846 45 28 558 400
249248 5 32 540 416
139659 7 16 289 273
81242 13 38 299 306
309733 35 64 450 389
309724 43 43 476 472
309575 78 85 493 487
133096 40 20 604 399
309986 75 100 459 447
250696 73 66 495 411
249902 9 45 475 462
133186 66 47 548 351
201807 4 31 489 489
201754 112 41 493 383
309906 54 54 467 485
250400 28 16 513 424
81395 20 6 496 317
133083 91 40 497 341
81190 5 24 428 504
250234 16 39 515 386
201741 10 37 495 454
249917 46 39 535 395
201759 10 8 490 470
249376 12 36 558 427
81401 14 59 378 482
201723 14 16 490 485
139663 13 71 433 495
133030 1 30 457 368
201791 23 70 464 460
249314 55 44 548 348
81389 18 16 428 557
81408 33 81 403 540
133017 116 68 545 326
