img x1 y1 x2 y2
341096 10 22 487 491
340946 18 10 571 413
332501 32 30 540 386
335090 10 10 560 425
340950 5 7 564 422
332990 11 8 375 269
332981 6 9 519 384
340945 0 5 569 422
340961 34 22 431 331
331293 23 94 373 467
333699 28 53 496 335
331789 3 99 399 581
332761 75 19 514 326
341119 25 46 547 385
332690 21 34 511 335
340972 26 39 587 379
340947 0 6 594 404
341115 86 39 544 328
331588 45 48 519 408
340963 5 5 553 422
333792 5 33 418 547
340960 4 75 284 265
332241 3 18 513 334
340937 3 1 567 422
332370 12 5 567 310
333508 13 26 511 408
340979 24 28 558 374
340988 1 3 567 425
340983 14 15 568 405
334581 32 66 490 384
331735 7 1 569 429
340936 16 10 562 420
331197 1 6 618 395
335020 10 33 441 376
333516 0 5 434 317
333569 44 40 587 314
331266 18 57 394 581
335185 25 43 379 477
332607 16 5 511 340
332882 65 89 512 380
331615 62 65 473 320
333261 77 104 522 391
341031 19 21 564 414
340978 3 7 484 364
340941 5 3 574 390
332166 21 18 524 397
335039 24 20 479 449
335192 41 125 372 414
341091 5 11 589 396
331568 37 0 576 390
341007 20 20 564 392
332221 5 7 436 325
331382 26 34 504 341
335138 5 42 581 384
335043 53 33 478 391
335224 22 22 585 396
331903 3 4 244 311
333179 5 10 573 375
340967 55 20 545 401
332549 6 43 418 562
341147 10 66 549 405
331431 51 145 411 461
334588 19 49 357 254
341117 6 16 540 434
331993 8 2 371 268
331572 14 23 558 400
332093 1 3 495 373
334861 41 79 424 512
341067 24 88 606 402
341097 10 71 405 561
334418 2 12 442 322
341077 10 7 557 422
340986 9 9 493 325
335194 53 39 516 384
332866 5 13 464 523
332425 16 31 412 540
332157 16 16 382 283
332153 5 18 335 320
340949 9 14 564 427
331715 24 15 571 368
334244 13 55 541 435
341016 31 8 553 409
331636 1 4 522 385
332167 12 9 456 304
332070 13 30 501 335
333101 19 114 394 520
331546 63 196 398 474
341027 7 20 495 487
340957 9 23 489 423
332049 49 63 387 520
334961 8 14 388 284
335112 151 85 465 483
341041 48 27 512 401
331725 115 26 426 441
334772 40 17 395 545
340965 11 9 392 259
335107 4 7 489 407
335026 42 36 457 342
340951 59 71 582 398
331744 23 30 564 402
333296 19 27 393 564
340944 3 42 561 413
331996 39 20 522 351
332318 16 9 460 348
335032 12 36 567 402
333949 14 15 512 394
335162 0 20 487 491
332159 15 99 440 338
332117 28 115 267 356
