img x1 y1 x2 y2
69507 17 41 440 485
70254 23 29 457 470
69414 29 39 482 477
733 26 58 467 462
69347 1 14 495 464
67127 25 10 566 419
70197 6 18 484 475
68840 110 37 481 410
67659 37 7 551 411
2698 28 52 487 379
69916 8 81 396 496
67418 9 7 490 370
69468 18 16 484 479
1704 2 33 407 545
3007 16 19 552 411
87 5 30 512 413
68807 35 29 470 477
68249 9 10 492 483
67701 66 13 594 384
1680 18 112 420 468
69960 23 27 467 475
68481 12 35 402 484
788 20 81 429 520
68860 6 37 484 445
2974 70 47 539 372
70288 9 58 482 487
69263 10 18 489 468
68057 12 46 362 295
69528 3 18 454 489
443 7 77 484 418
2660 8 38 415 555
92432 23 16 493 483
2912 5 64 405 464
70166 15 14 482 485
67915 6 8 495 493
69253 34 70 470 397
69885 4 4 431 557
68147 18 7 560 416
3005 83 22 312 295
69033 15 14 489 468
69140 78 125 389 439
69250 32 16 487 472
67557 3 177 365 495
67703 26 22 610 249
67636 1 102 498 470
69229 15 22 489 489
69457 51 60 451 479
69876 3 2 496 497
68381 25 39 481 443
69920 28 37 476 485
2196 47 157 336 432
67382 20 14 458 472
69543 26 47 462 433
2973 10 20 328 341
69880 21 77 475 485
70279 29 33 453 456
69036 100 59 445 348
2404 46 100 355 504
68844 48 30 461 402
92441 12 14 433 288
68402 17 39 359 388
804 20 106 484 485
69178 23 20 464 470
67333 144 70 452 366
1904 18 79 384 367
67438 2 15 406 572
68454 11 20 403 581
69981 6 28 423 504
68305 4 50 332 211
2636 50 57 539 429
70305 6 4 495 472
2156 25 18 473 475
69211 3 10 492 472
67212 59 45 535 407
70117 70 77 489 452
67614 9 6 608 392
1049 50 158 250 422
68039 5 40 401 580
67895 13 14 421 311
67536 3 76 493 365
69278 15 6 475 458
67818 160 39 607 365
68000 9 6 493 370
69183 4 108 490 377
813 40 25 456 470
82 7 102 404 561
69940 12 41 467 431
2893 114 27 493 356
68160 21 61 595 377
67125 100 43 496 367
69563 32 35 485 462
68984 118 64 495 368
68400 107 34 546 406
2601 12 55 409 382
2256 124 41 341 410
1885 1 86 428 567
1046 10 18 487 450
69297 25 22 453 491
67856 4 1 636 340
67813 139 8 507 251
69172 59 27 437 395
70300 23 29 490 481
69337 17 12 484 437
